tx_sign,base_call,in_wsprnet,in_wsprdaemon,source_class,quality_tier,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,n_days_active,n_spots_wsprnet
AA4GA,AA4GA,True,True,both,B,EM84hb,6.0,34.0625,-83.375,N,34.0625,43.311,43.311,5,20341
AA4JM,AA4JM,True,True,both,B,EL98pi,6.0,28.3542,-80.7083,N,28.3542,37.638,37.638,6,5914
AA4KY,AA4KY,True,True,both,B,EM78rx,6.0,38.9792,-84.5417,N,38.9792,48.098,48.098,7,2081
AA4LM,AA4LM,True,True,both,B,EM77,4.0,37.5,-85.0,N,37.5,46.701,46.701,4,336
AA4NO,AA4NO,True,True,both,B,FM14cg,6.0,34.2708,-77.7917,N,34.2708,42.906,42.906,4,1767
AA4WC,AA4WC,True,True,both,B,FM08ww,6.0,38.9375,-78.125,N,38.9375,47.449,47.449,4,5177
AA4WF,AA4WF,True,True,both,B,EM77qc,6.0,37.1042,-84.625,N,37.1042,46.302,46.302,7,4221
AA5JC,AA5JC,True,False,wsprnet_only,B,JN39po,6.0,49.6042,7.2917,N,49.6042,44.812,44.812,4,35
AA5KV,AA5KV,True,True,both,B,EM32dk,6.0,32.4375,-93.7083,N,32.4375,41.749,41.749,4,841
AA5PK,AA5PK,True,True,both,B,DM91sk,6.0,31.4375,-100.4583,N,31.4375,40.132,40.132,6,18581
AA5VI,AA5VI,True,True,both,B,DM73dh,6.0,33.3125,-105.7083,N,33.3125,41.277,41.277,16,25260
AA6C,AA6C,True,True,both,B,CN87vn,6.0,47.5625,-122.2083,N,47.5625,52.472,52.472,3,321
AA6DY,AA6DY,True,True,both,A,EN62ce,6.0,42.1875,-87.7917,N,42.1875,51.297,51.297,31,3729
AA6EA,AA6EA,True,True,both,B,DM13,4.0,33.5,-117.0,N,33.5,39.576,39.576,72,420181
AA6GQQ,AA6GQQ,True,False,wsprnet_only,B,DM12,4.0,32.5,-117.0,N,32.5,38.583,38.583,5,15
AA6RF,AA6RF,True,True,both,B,DM14ga,6.0,34.0208,-117.4583,N,34.0208,40.01,40.01,382,4233162
AA6ST,AA6ST,True,True,both,B,FM05nr,6.0,35.7292,-78.875,N,35.7292,44.457,44.457,3,410
AA7AZ,AA7AZ,True,True,both,B,DN05it,6.0,45.8125,-119.2917,N,45.8125,51.307,51.307,3,1679
AA7EE,AA7EE,True,True,both,A,CM87ut,6.0,37.8125,-122.2917,N,37.8125,42.857,42.857,49,96494
AA7ER,AA7ER,True,True,both,A,CN86ci,6.0,46.3542,-123.7917,N,46.3542,50.97,50.97,150,398318
AA7HZ,AA7HZ,True,True,both,B,DM33wl,6.0,33.4792,-112.125,N,33.4792,40.41,40.41,6,3752
AA7JM,AA7JM,True,True,both,B,DM33,4.0,33.5,-113.0,N,33.5,40.281,40.281,4,9190
AA7NM,AA7NM,True,True,both,A,CN86ox,6.0,46.9792,-122.7917,N,46.9792,51.783,51.783,376,439551
AA7R,AA7R,True,True,both,B,DM04ve,6.0,34.1875,-118.2083,N,34.1875,40.039,40.039,3,761
AA7RS,AA7RS,True,True,both,B,DN40co,6.0,40.6042,-111.7917,N,40.6042,47.525,47.525,39,76844
AA7US,AA7US,True,True,both,B,DM41uw,6.0,31.9375,-110.2917,N,31.9375,39.182,39.182,161,521616
AA7YQ,AA7YQ,True,True,both,B,DN45rp,6.0,45.6458,-110.5417,N,45.6458,52.692,52.692,4,31700
AA8RV,AA8RV,True,True,both,B,EN70xs,6.0,40.7708,-84.0417,N,40.7708,49.792,49.792,3,603
AA9GE,AA9GE,True,True,both,B,EN50,4.0,40.5,-89.0,N,40.5,49.685,49.685,7,6886
AA9UC,AA9UC,True,True,both,B,EM48,4.0,38.5,-91.0,N,38.5,47.738,47.738,222,902999
AB0AC,AB0AC,True,True,both,B,EM37je,6.0,37.1875,-93.2083,N,37.1875,46.391,46.391,253,70296
AB0H,AB0H,True,True,both,B,EM37hd,6.0,37.1458,-93.375,N,37.1458,46.343,46.343,9,7080
AB0NE,AB0NE,True,True,both,B,DN70lf,6.0,40.2292,-105.0417,N,40.2292,48.203,48.203,14,13936
AB0TS,AB0TS,True,True,both,A,EN35ja,6.0,45.0208,-93.2083,N,45.0208,53.959,53.959,17,1079
AB0VX,AB0VX,True,True,both,A,EN21cj,6.0,41.3958,-95.7917,N,41.3958,50.32,50.32,24,3029
AB0VZ,AB0VZ,True,True,both,A,DM79,4.0,39.5,-105.0,N,39.5,47.493,47.493,387,2005643
AB0YT,AB0YT,True,True,both,B,FN42,4.0,42.5,-71.0,N,42.5,49.721,49.721,9,2154
AB1ABC,AB1ABC,True,True,both,B,FN20,4.0,40.5,-75.0,N,40.5,48.492,48.492,6,164
AB1BB,AB1BB,True,True,both,B,FN32jv,6.0,42.8958,-73.2083,N,42.8958,50.535,50.535,4,393
AB1JM,AB1JM,True,True,both,A,CN88sw,6.0,48.9375,-122.4583,N,48.9375,53.779,53.779,13,5213
AB1LF,AB1LF,True,True,both,A,FN42fe,6.0,42.1875,-71.5417,N,42.1875,49.519,49.519,19,9354
AB1OF,AB1OF,True,True,both,A,DM05ti,6.0,35.3542,-118.375,N,35.3542,41.163,41.163,33,191329
AB2G,AB2G,True,True,both,A,FM19ma,6.0,39.0208,-76.9583,N,39.0208,47.364,47.364,22,94904
AB2NE,AB2NE,True,True,both,A,FN42ed,6.0,42.1458,-71.625,N,42.1458,49.494,49.494,369,1012292
AB2OQ,AB2OQ,True,True,both,A,FN02,4.0,42.5,-79.0,N,42.5,51.009,51.009,12,168362
AB2RR,AB2RR,True,True,both,B,FN02nw,6.0,42.9375,-78.875,N,42.9375,51.419,51.419,19,222638
AB2TS,AB2TS,True,True,both,A,FN53bu,6.0,43.8542,-69.875,N,43.8542,50.848,50.848,22,24314
AB2VM,AB2VM,True,True,both,B,CM88qf,6.0,38.2292,-122.625,N,38.2292,43.203,43.203,5,687
AB3JF,AB3JF,True,True,both,A,FN00eu,6.0,40.8542,-79.625,N,40.8542,49.488,49.488,10,2756
AB3SI,AB3SI,True,True,both,B,EL88ob,6.0,28.0625,-82.7917,N,28.0625,37.543,37.543,9,7613
AB4AM,AB4AM,True,True,both,B,EM74xi,6.0,34.3542,-84.0417,N,34.3542,43.633,43.633,7,13439
AB4BA,AB4BA,True,True,both,B,DM79oo,6.0,39.6042,-104.7917,N,39.6042,47.624,47.624,11,3818
AB4BZ,AB4BZ,True,True,both,B,EM70fh,6.0,30.3125,-85.5417,N,30.3125,39.834,39.834,5,643
AB4ER,AB4ER,True,True,both,B,FM18hw,6.0,38.9375,-77.375,N,38.9375,47.344,47.344,93,78038
AB4QS,AB4QS,True,True,both,B,EL88wb,6.0,28.0625,-82.125,N,28.0625,37.493,37.493,3,509
AB4RH,AB4RH,True,True,both,A,EM83jl,6.0,33.4792,-83.2083,N,33.4792,42.741,42.741,20,1495
AB4SF,AB4SF,True,True,both,B,FM17uu,6.0,37.8542,-76.2917,N,37.8542,46.129,46.129,5,5530
AB4WL,AB4WL,True,True,both,A,EM63oo,6.0,33.6042,-86.7917,N,33.6042,43.026,43.026,19,5671
AB4YY,AB4YY,True,True,both,B,FM08,4.0,38.5,-79.0,N,38.5,47.141,47.141,307,4378574
AB5KF,AB5KF,True,False,wsprnet_only,B,EM12dn,6.0,32.5625,-97.7083,N,32.5625,41.547,41.547,3,13
AB5ML,AB5ML,True,True,both,B,DM65,4.0,35.5,-107.0,N,35.5,43.252,43.252,8,23032
AB7FB,AB7FB,True,True,both,A,DM09cc,6.0,39.1042,-119.7917,N,39.1042,44.602,44.602,19,3070
AB7I,AB7I,True,True,both,B,CN87lh,6.0,47.3125,-123.0417,N,47.3125,52.063,52.063,4,2252
AB7ZZ,AB7ZZ,True,True,both,A,DN17mr,6.0,47.7292,-116.9583,N,47.7292,53.629,53.629,14,23823
AB8EF,AB8EF,True,True,both,A,EN63vb,6.0,43.0625,-86.2083,N,43.0625,52.098,52.098,361,5263419
AB8K,AB8K,True,True,both,B,EM88ti,6.0,38.3542,-82.375,N,38.3542,47.35,47.35,3,722
AB8MO,AB8MO,True,True,both,A,EN91,4.0,41.5,-81.0,N,41.5,50.256,50.256,10,99606
AB8RL,AB8RL,True,True,both,A,EM98ak,6.0,38.4375,-81.9583,N,38.4375,47.395,47.395,25,8387
AB9BZ,AB9BZ,True,True,both,B,EN61cs,6.0,41.7708,-87.7917,N,41.7708,50.896,50.896,9,4093
AB9TR,AB9TR,True,True,both,B,EM58an,6.0,38.5625,-89.9583,N,38.5625,47.815,47.815,3,814
AB9TX,AB9TX,True,True,both,B,EN54wn,6.0,44.5625,-88.125,N,44.5625,53.586,53.586,57,27667
AC0AZ,AC0AZ,True,True,both,B,EM12tw,6.0,32.9375,-96.375,N,32.9375,42.038,42.038,7,13449
AC0JX,AC0JX,True,True,both,A,EN38,4.0,48.5,-93.0,N,48.5,57.311,57.311,34,219934
AC0MM,AC0MM,True,True,both,A,DM67,4.0,37.5,-107.0,N,37.5,45.231,45.231,138,426010
AC0MO,AC0MO,True,True,both,A,EM18bc,6.0,38.1042,-97.875,N,38.1042,46.956,46.956,67,156175
AC0SF,AC0SF,True,True,both,B,EM19,4.0,39.5,-97.0,N,39.5,48.39,48.39,3,259
AC0ZO,AC0ZO,True,True,both,B,DM78pu,6.0,38.8542,-104.7083,N,38.8542,46.898,46.898,8,13046
AC1GQ,AC1GQ,True,True,both,B,FN31,4.0,41.5,-73.0,N,41.5,49.119,49.119,3,2289
AC1IM,AC1IM,True,True,both,A,FN42kk,6.0,42.4375,-71.125,N,42.4375,49.684,49.684,97,109072
AC1IX,AC1IX,True,True,both,A,FN32ju,6.0,42.8542,-73.2083,N,42.8542,50.494,50.494,29,27597
AC1LB,AC1LB,True,True,both,A,FN44au,6.0,44.8542,-71.9583,N,44.8542,52.251,52.251,24,8169
AC1QW,AC1QW,True,True,both,B,FN31jf,6.0,41.2292,-73.2083,N,41.2292,48.89,48.89,4,369
AC1SO,AC1SO,True,True,both,B,FN41mx,6.0,41.9792,-70.9583,N,41.9792,49.193,49.193,7,11463
AC1UA,AC1UA,True,True,both,B,FN42mu,6.0,42.8542,-70.9583,N,42.8542,50.066,50.066,3,202
AC1UZ,AC1UZ,True,True,both,A,FN43sn,6.0,43.5625,-70.4583,N,43.5625,50.674,50.674,20,22305
AC1UZ/0,AC1UZ,True,True,both,B,FN43sn,6.0,43.5625,-70.4583,N,43.5625,50.674,50.674,6,6603
AC1UZ/1,AC1UZ,True,True,both,B,FN43sn,6.0,43.5625,-70.4583,N,43.5625,50.674,50.674,6,9775
AC1UZ/2,AC1UZ,True,True,both,B,FN43sn,6.0,43.5625,-70.4583,N,43.5625,50.674,50.674,8,19624
AC1V,AC1V,True,True,both,B,FN31pu,6.0,41.8542,-72.7083,N,41.8542,49.414,49.414,164,1159414
AC1V/1,AC1V,True,True,both,B,FN42as,6.0,42.7708,-71.9583,N,42.7708,50.18,50.18,5,9546
AC2AE,AC2AE,True,True,both,B,FN30ao,6.0,40.6042,-73.9583,N,40.6042,48.413,48.413,3,190
AC2GW,AC2GW,True,True,both,B,FN13df,6.0,43.2292,-77.7083,N,43.2292,51.557,51.557,8,1328
AC2KW,AC2KW,True,True,both,B,EL98dn,6.0,28.5625,-81.7083,N,28.5625,37.933,37.933,3,481
AC2WB,AC2WB,True,True,both,A,FM29ox,6.0,39.9792,-74.7917,N,39.9792,47.947,47.947,23,48076
AC2ZL,AC2ZL,True,True,both,B,FN21,4.0,41.5,-75.0,N,41.5,49.47,49.47,5,697
AC3EK,AC3EK,True,True,both,B,FM19si,6.0,39.3542,-76.4583,N,39.3542,47.611,47.611,3,393
AC3HT,AC3HT,True,True,both,A,FN21fi,6.0,41.3542,-75.5417,N,41.3542,49.416,49.416,43,97669
AC3KE,AC3KE,True,True,both,B,FN11rx,6.0,41.9792,-76.5417,N,41.9792,50.179,50.179,3,1752
AC3KH,AC3KH,True,True,both,A,FN10,4.0,40.5,-77.0,N,40.5,48.806,48.806,113,297378
AC3KO,AC3KO,True,True,both,B,FN10pg,6.0,40.2708,-76.7083,N,40.2708,48.54,48.54,4,105
AC3OT,AC3OT,True,True,both,A,FN20gn,6.0,40.5625,-75.4583,N,40.5625,48.629,48.629,17,104054
AC3OZ,AC3OZ,True,True,both,B,FN11eb,6.0,41.0625,-77.625,N,41.0625,49.44,49.44,3,461
AC3SS,AC3SS,True,True,both,A,FM19pa,6.0,39.0208,-76.7083,N,39.0208,47.326,47.326,291,3505934
AC3V/3,AC3V,True,True,both,A,FN11rj,6.0,41.3958,-76.5417,N,41.3958,49.61,49.61,43,227166
AC4DE,AC4DE,True,True,both,B,EM75,4.0,35.5,-85.0,N,35.5,44.782,44.782,4,19899
AC4DW,AC4DW,True,True,both,B,FM08po,6.0,38.6042,-78.7083,N,38.6042,47.204,47.204,4,1036
AC4GM,AC4GM,True,True,both,A,EM60hw,6.0,30.9375,-87.375,N,30.9375,40.473,40.473,43,800256
AC4ML,AC4ML,True,True,both,B,FM04ce,6.0,34.1875,-79.7917,N,34.1875,43.094,43.094,3,3113
AC4OW,AC4OW,True,True,both,B,EM73kq,6.0,33.6875,-85.125,N,33.6875,43.05,43.05,10,11868
AC4TC,AC4TC,True,True,both,B,EM63mq,6.0,33.6875,-86.9583,N,33.6875,43.109,43.109,3,655
AC4WW,AC4WW,True,True,both,B,EM93dl,6.0,33.4792,-81.7083,N,33.4792,42.619,42.619,4,17029
AC5CM,AC5CM,True,True,both,B,EM55db,6.0,35.0625,-89.7083,N,35.0625,44.443,44.443,15,1085
AC5JB,AC5JB,True,True,both,B,EM10cl,6.0,30.4792,-97.7917,N,30.4792,39.487,39.487,6,6002
AC5JM,AC5JM,True,True,both,B,EM26bb,6.0,36.0625,-95.875,N,36.0625,45.132,45.132,26,13623
AC5S,AC5S,True,True,both,A,DM79,4.0,39.5,-105.0,N,39.5,47.493,47.493,15,130999
AC5Z,AC5Z,True,True,both,B,EM42xj,6.0,32.3958,-90.0417,N,32.3958,41.863,41.863,16,63546
AC6FM,AC6FM,True,True,both,A,DM04dk,6.0,34.4375,-119.7083,N,34.4375,40.013,40.013,17,41063
AC6NN,AC6NN,True,True,both,A,FM18iu,6.0,38.8542,-77.2917,N,38.8542,47.251,47.251,148,1652686
AC7IJ,AC7IJ,True,True,both,A,CN87vu,6.0,47.8542,-122.2083,N,47.8542,52.759,52.759,319,1059133
AC7JW,AC7JW,True,True,both,A,DN40bu,6.0,40.8542,-111.875,N,40.8542,47.757,47.757,112,90063
AC7LR,AC7LR,True,True,both,B,CN87,4.0,47.5,-123.0,N,47.5,52.256,52.256,8,25103
AC7RX,AC7RX,True,True,both,A,CN87,4.0,47.5,-123.0,N,47.5,52.256,52.256,259,582856
AC7TY,AC7TY,True,True,both,B,DM24ul,6.0,34.4792,-114.2917,N,34.4792,41.029,41.029,3,603
AC8AW,AC8AW,True,True,both,B,EM60kh,6.0,30.3125,-87.125,N,30.3125,39.87,39.87,3,1982
AC8BE,AC8BE,True,True,both,B,EN74tx,6.0,44.9792,-84.375,N,44.9792,53.861,53.861,8,7575
AC8CJ,AC8CJ,True,True,both,A,EN61,4.0,41.5,-87.0,N,41.5,50.619,50.619,11,14832
AC8HF,AC8HF,True,True,both,B,EN82ha,6.0,42.0208,-83.375,N,42.0208,50.952,50.952,4,1150
AC8MO,AC8MO,True,True,both,A,EN82fm,6.0,42.5208,-83.5417,N,42.5208,51.444,51.444,73,1667180
AC8NM,AC8NM,True,True,both,B,EN90pr,6.0,40.7292,-80.7083,N,40.7292,49.484,49.484,11,17948
AC8YE,AC8YE,True,True,both,B,EN80,4.0,40.5,-83.0,N,40.5,49.462,49.462,6,38756
AC8YJ,AC8YJ,True,True,both,B,EN91ov,6.0,41.8958,-80.7917,N,41.8958,50.618,50.618,24,52876
AC9FU,AC9FU,True,True,both,A,FN42li,6.0,42.3542,-71.0417,N,42.3542,49.584,49.584,37,14161
AC9JQ,AC9JQ,True,True,both,A,EM69,4.0,39.5,-87.0,N,39.5,48.696,48.696,18,17192
AC9KH,AC9KH,True,True,both,A,EN45bj,6.0,45.3958,-91.875,N,45.3958,54.362,54.362,16,2491
AC9LM,AC9LM,True,True,both,B,EN62,4.0,42.5,-87.0,N,42.5,51.581,51.581,4,707
AC9PE,AC9PE,True,True,both,B,EN53qa,6.0,43.0208,-88.625,N,43.0208,52.108,52.108,7,2056
AC9QY,AC9QY,True,True,both,A,EN52,4.0,42.5,-89.0,N,42.5,51.61,51.61,395,2276639
AC9YV,AC9YV,True,True,both,A,EN52,4.0,42.5,-89.0,N,42.5,51.61,51.61,21,13208
AC9YY,AC9YY,True,True,both,A,EN51,4.0,41.5,-89.0,N,41.5,50.647,50.647,377,2966000
AC9Z,AC9Z,True,True,both,A,EM86ac,6.0,36.1042,-83.9583,N,36.1042,45.305,45.305,339,1897217
AC9ZY,AC9ZY,True,True,both,B,EN61kk,6.0,41.4375,-87.125,N,41.4375,50.562,50.562,8,13867
AD0AR,AD0AR,True,True,both,A,EN41ft,6.0,41.8125,-91.5417,N,41.8125,50.92,50.92,15,34460
AD0L,AD0L,True,True,both,B,DM13jd,6.0,33.1458,-117.2083,N,33.1458,39.187,39.187,9,1093
AD0MO,AD0MO,True,True,both,A,EM48qj,6.0,38.3958,-90.625,N,38.3958,47.645,47.645,120,617300
AD0RN,AD0RN,True,True,both,A,EM37id,6.0,37.1458,-93.2917,N,37.1458,46.347,46.347,38,46178
AD0RR,AD0RR,True,True,both,B,EM37ie,6.0,37.1875,-93.2917,N,37.1875,46.387,46.387,5,39571
AD0SN,AD0SN,True,True,both,A,EN35na,6.0,45.0208,-92.875,N,45.0208,53.971,53.971,26,126638
AD0TS,AD0TS,True,True,both,B,EM66,4.0,36.5,-87.0,N,36.5,45.813,45.813,5,964
AD1M,AD1M,True,True,both,A,CM97ai,6.0,37.3542,-121.9583,N,37.3542,42.469,42.469,28,100007
AD1V,AD1V,True,True,both,B,FN42,4.0,42.5,-71.0,N,42.5,49.721,49.721,6,4009
AD2DI,AD2DI,True,True,both,B,FN30bq,6.0,40.6875,-73.875,N,40.6875,48.479,48.479,41,50520
AD2IC,AD2IC,True,True,both,B,FN22cq,6.0,42.6875,-75.7917,N,42.6875,50.758,50.758,3,1955
AD2KC,AD2KC,True,True,both,B,FN30,4.0,40.5,-73.0,N,40.5,48.132,48.132,4,116
AD2KJ,AD2KJ,True,True,both,B,FN30hv,6.0,40.8958,-73.375,N,40.8958,48.593,48.593,10,12287
AD2L,AD2L,True,True,both,B,FN11ir,6.0,41.7292,-77.2917,N,41.7292,50.042,50.042,3,144
AD2Q,AD2Q,True,True,both,A,EN81xj,6.0,41.3958,-82.0417,N,41.3958,50.249,50.249,146,214439
AD3V,AD3V,True,True,both,B,FM29et,6.0,39.8125,-75.625,N,39.8125,47.924,47.924,5,927
AD3Y,AD3Y,True,True,both,B,FM29nu,6.0,39.8542,-74.875,N,39.8542,47.839,47.839,4,517
AD4DW,AD4DW,True,True,both,B,EL98ei,6.0,28.3542,-81.625,N,28.3542,37.727,37.727,7,2119
AD4GS,AD4GS,True,True,both,B,FM18hw,6.0,38.9375,-77.375,N,38.9375,47.344,47.344,6,3916
AD5MQ,AD5MQ,True,True,both,A,DM89dg,6.0,39.2708,-103.7083,N,39.2708,47.442,47.442,24,104567
AD5OS,AD5OS,True,True,both,B,EL29fp,6.0,29.6458,-95.5417,N,29.6458,38.882,38.882,134,197984
AD6JT,AD6JT,True,True,both,B,CM98hn,6.0,38.5625,-121.375,N,38.5625,43.769,43.769,4,42
AD6XJ,AD6XJ,True,True,both,B,DM13,4.0,33.5,-117.0,N,33.5,39.576,39.576,6,3778
AD7GR,AD7GR,True,True,both,B,DN74mg,6.0,44.2708,-104.9583,N,44.2708,52.174,52.174,9,2885
AD7LJ,AD7LJ,True,True,both,B,CN87sd,6.0,47.1458,-122.4583,N,47.1458,52.012,52.012,9,31301
AD7LL,AD7LL,True,True,both,B,DM72aw,6.0,32.9375,-105.9583,N,32.9375,40.867,40.867,14,14399
AD7QQ,AD7QQ,True,True,both,A,DN16nr,6.0,46.7292,-116.875,N,46.7292,52.661,52.661,10,12422
AD7U,AD7U,True,True,both,B,CN88px,6.0,48.9792,-122.7083,N,48.9792,53.772,53.772,6,1455
AD8IO,AD8IO,True,True,both,A,EN81uf,6.0,41.2292,-82.2917,N,41.2292,50.109,50.109,143,1160233
AD8IZ,AD8IZ,True,True,both,B,EM89ox,6.0,39.9792,-82.7917,N,39.9792,48.945,48.945,9,1585
AD8LE,AD8LE,True,False,wsprnet_only,A,DM14lb,6.0,34.0625,-117.0417,N,34.0625,40.126,40.126,19,33
AD8MM,AD8MM,True,True,both,B,EM99gh,6.0,39.3125,-81.4583,N,39.3125,48.191,48.191,5,56467
AD8PF,AD8PF,True,True,both,B,EN91gd,6.0,41.1458,-81.4583,N,41.1458,49.957,49.957,3,414
AD8QH,AD8QH,True,True,both,B,EM79,4.0,39.5,-85.0,N,39.5,48.623,48.623,52,82370
AD8Y,AD8Y,True,True,both,B,EN91fl,6.0,41.4792,-81.5417,N,41.4792,50.286,50.286,239,736572
AD9DD,AD9DD,True,True,both,B,EN53vj,6.0,43.3958,-88.2083,N,43.3958,52.465,52.465,4,1397
AD9DJ,AD9DJ,True,True,both,B,EN36wr,6.0,46.7292,-92.125,N,46.7292,55.638,55.638,4,188
AD9FR,AD9FR,True,True,both,A,EM69xl,6.0,39.4792,-86.0417,N,39.4792,48.647,48.647,30,8256
AD9GZ,AD9GZ,True,True,both,B,EN61dv,6.0,41.8958,-87.7083,N,41.8958,51.015,51.015,5,2878
AD9HI,AD9HI,True,True,both,B,EN61jl,6.0,41.4792,-87.2083,N,41.4792,50.604,50.604,14,2622
AD9HK,AD9HK,True,True,both,A,EN62cc,6.0,42.1042,-87.7917,N,42.1042,51.217,51.217,13,4408
AD9IR,AD9IR,True,True,both,B,EN53vb,6.0,43.0625,-88.2083,N,43.0625,52.144,52.144,5,1258
AD9P,AD9P,True,True,both,B,EN54eu,6.0,44.8542,-89.625,N,44.8542,53.874,53.874,3,914
AD9W,AD9W,True,True,both,B,EN50kr,6.0,40.7292,-89.125,N,40.7292,49.906,49.906,4,1519
AE0CJ,AE0CJ,True,True,both,A,EM48qq,6.0,38.6875,-90.625,N,38.6875,47.926,47.926,18,1717
AE0EW,AE0EW,True,True,both,B,DN70md,6.0,40.1458,-104.9583,N,40.1458,48.133,48.133,4,9019
AE0FG,AE0FG,True,True,both,B,EN11wh,6.0,41.3125,-96.125,N,41.3125,50.216,50.216,3,804
AE0GQ,AE0GQ,True,True,both,B,DM79,4.0,39.5,-105.0,N,39.5,47.493,47.493,355,3407842
AE0JS,AE0JS,True,True,both,B,DM79,4.0,39.5,-105.0,N,39.5,47.493,47.493,9,6573
AE0MT,AE0MT,True,True,both,B,EN34jp,6.0,44.6458,-93.2083,N,44.6458,53.597,53.597,6,4055
AE0SJ,AE0SJ,True,True,both,B,DM78ow,6.0,38.9375,-104.7917,N,38.9375,46.968,46.968,4,5639
AE0SQ,AE0SQ,True,True,both,A,EM36,4.0,36.5,-93.0,N,36.5,45.735,45.735,94,68150
AE0TF,AE0TF,True,True,both,B,EN30qd,6.0,40.1458,-92.625,N,40.1458,49.278,49.278,8,171
AE0TX,AE0TX,True,True,both,B,DM78,4.0,38.5,-105.0,N,38.5,46.509,46.509,5,4607
AE0VA,AE0VA,True,True,both,A,EN34kw,6.0,44.9375,-93.125,N,44.9375,53.881,53.881,23,25571
AE0WD,AE0WD,True,True,both,B,EN26fo,6.0,46.6042,-95.5417,N,46.6042,55.368,55.368,3,198
AE0YE,AE0YE,True,True,both,B,EN35gc,6.0,45.1042,-93.4583,N,45.1042,54.029,54.029,6,1337
AE0YH,AE0YH,True,True,both,B,EN41qn,6.0,41.5625,-90.625,N,41.5625,50.698,50.698,273,263248
AE0ZF,AE0ZF,True,True,both,B,DM79oo,6.0,39.6042,-104.7917,N,39.6042,47.624,47.624,7,16572
AE0ZJ,AE0ZJ,True,True,both,A,EM18es,6.0,38.7708,-97.625,N,38.7708,47.628,47.628,23,124513
AE1C,AE1C,True,True,both,B,FN42fc,6.0,42.1042,-71.5417,N,42.1042,49.436,49.436,3,4937
AE1JR,AE1JR,True,True,both,B,FN42fi,6.0,42.3542,-71.5417,N,42.3542,49.684,49.684,7,1224
AE1RE,AE1RE,True,True,both,B,FN42iv,6.0,42.8958,-71.2917,N,42.8958,50.174,50.174,6,6645
AE2EA,AE2EA,True,True,both,A,FN12fr,6.0,42.7292,-77.5417,N,42.7292,51.049,51.049,95,304548
AE3J,AE3J,True,True,both,A,FM29hu,6.0,39.8542,-75.375,N,39.8542,47.924,47.924,17,56725
AE4DW,AE4DW,True,True,both,A,EL98dq,6.0,28.6875,-81.7083,N,28.6875,38.052,38.052,14,70280
AE4IN,AE4IN,True,True,both,B,EM62wr,6.0,32.7292,-86.125,N,32.7292,42.169,42.169,7,5776
AE4JY,AE4JY,True,True,both,A,EM73,4.0,33.5,-85.0,N,33.5,42.865,42.865,377,236341
AE4TQ,AE4TQ,True,True,both,B,EM74ra,6.0,34.0208,-84.5417,N,34.0208,43.341,43.341,4,1130
AE4YN,AE4YN,True,True,both,B,FM08,4.0,38.5,-79.0,N,38.5,47.141,47.141,5,2157
AE5CZ,AE5CZ,True,True,both,A,DM65sc,6.0,35.1042,-106.4583,N,35.1042,42.942,42.942,27,9642
AE5DW,AE5DW,True,False,wsprnet_only,B,QN03sa,6.0,43.0208,141.5417,N,43.0208,36.518,36.518,4,51
AE5HO,AE5HO,True,True,both,A,EM13,4.0,33.5,-97.0,N,33.5,42.534,42.534,59,189534
AE5MA,AE5MA,True,True,both,B,EM53sx,6.0,33.9792,-88.4583,N,33.9792,43.406,43.406,3,392
AE5QL,AE5QL,True,True,both,B,EM26bc,6.0,36.1042,-95.875,N,36.1042,45.173,45.173,6,3448
AE5VM,AE5VM,True,True,both,B,DM52xt,6.0,32.8125,-108.0417,N,32.8125,40.42,40.42,4,1240
AE5WX,AE5WX,True,True,both,B,EM15gg,6.0,35.2708,-97.4583,N,35.2708,44.226,44.226,30,107987
AE5X,AE5X,True,True,both,B,EL98,4.0,28.5,-81.0,N,28.5,37.807,37.807,3,5768
AE6AE,AE6AE,True,True,both,A,DM12,4.0,32.5,-117.0,N,32.5,38.583,38.583,17,1730
AE6OU,AE6OU,True,True,both,B,EL09,4.0,29.5,-99.0,N,29.5,38.387,38.387,8,242
AE6TQ,AE6TQ,True,True,both,B,CM88,4.0,38.5,-123.0,N,38.5,43.397,43.397,7,190
AE7KH,AE7KH,True,True,both,A,CN85,4.0,45.5,-123.0,N,45.5,50.284,50.284,331,2609781
AE7LM/3,AE7LM,True,True,both,B,DN13wn,6.0,43.5625,-116.125,N,43.5625,49.679,49.679,3,2474
AE7PT,AE7PT,True,True,both,B,DM34up,6.0,34.6458,-112.2917,N,34.6458,41.542,41.542,6,2424
AE7TF,AE7TF,True,True,both,B,CN86mp,6.0,46.6458,-122.9583,N,46.6458,51.422,51.422,3,201
AE7W,AE7W,True,True,both,A,DM42me,6.0,32.1875,-110.9583,N,32.1875,39.32,39.32,11,14135
AE7XI,AE7XI,True,True,both,B,CN87xr,6.0,47.7292,-122.0417,N,47.7292,52.669,52.669,6,6990
AE7YD,AE7YD,True,True,both,A,DM34sp,6.0,34.6458,-112.4583,N,34.6458,41.513,41.513,15,11446
AE7YQ,AE7YQ,True,True,both,A,DM41kx,6.0,31.9792,-111.125,N,31.9792,39.084,39.084,351,5920451
AE8SP,AE8SP,True,True,both,A,EN82,4.0,42.5,-83.0,N,42.5,51.387,51.387,46,244205
AE9AX,AE9AX,True,True,both,B,EN62au,6.0,42.8542,-87.9583,N,42.8542,51.941,51.941,6,1719
