rx_sign,rx_id,n_spots,n_noise_ok,n_ov_nonzero,first_spot,last_spot,n_bands,bands,noise_valid_frac,rms_noise_mean,c2_noise_mean,ov_frac,noise_usable
G3VGZ,WEB888_0,1233908,1233908,0,2026-02-05 03:20:00,2026-06-30 23:58:00,8,80m|30m|20m|17m|15m|12m|10m|other,1.0,-144.79,-84.1,0.0,True
G3WIP,KA9Q_0,1,1,0,2026-03-13 14:18:00,2026-03-13 14:18:00,1,80m,1.0,-128.2,-129.6,0.0,True
G3ZIL,KA9Q_0,1211352,1209434,20328,2025-08-02 17:12:00,2026-02-23 07:20:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9984,-121.57,-121.44,0.0168,True
G3ZIL,KIWI_1,1684981,1684102,39892,2026-01-31 11:34:00,2026-04-12 14:06:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|10m|other,0.9995,-127.59,-68.29,0.0237,True
G3ZIL/A,KA9Q_0,1119514,1119328,0,2026-03-03 12:26:00,2026-06-04 08:50:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9998,-116.68,-119.15,0.0,True
G3ZIL1,KIWI_1,208586,208586,1749,2026-01-14 12:24:00,2026-01-31 11:14:00,2,10m|other,1.0,-132.69,-72.49,0.0084,True
G3ZIL_K,KIWI_1,104,104,0,2026-01-10 13:46:00,2026-01-10 13:56:00,2,10m|other,1.0,-123.31,-62.37,0.0,True
G4HZX,KA9Q_0,12103696,12101702,1152793,2025-06-01 00:00:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-132.85,-135.24,0.0952,True
G4HZX/L,KA9Q_0,16605,16598,0,2026-04-08 19:44:00,2026-04-09 14:32:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,0.9996,-121.24,-123.43,0.0,True
G4ZFQ,G4ZFQ_1,2651505,2651489,174507,2025-06-01 00:00:00,2026-06-30 23:58:00,7,30m|20m|17m|15m|12m|10m|other,1.0,-135.1,-129.83,0.0658,True
G4ZFQ,KA9Q_0,10633971,10628120,2747381,2025-06-01 00:00:00,2026-06-30 23:58:00,16,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m|other,0.9994,-135.27,-101.16,0.2584,True
G4ZFQ2,G4ZFQ_1,656,656,26,2026-05-31 10:44:00,2026-06-12 11:10:00,6,30m|20m|17m|15m|12m|10m,1.0,-136.88,-137.17,0.0396,True
G4ZFQ2,KA9Q_0,2877,2877,0,2026-05-31 10:44:00,2026-06-12 11:14:00,10,160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-133.45,-135.64,0.0,True
G6JTB,KIWI_0,428869,428398,15012,2026-02-28 19:24:00,2026-04-11 07:22:00,10,2200m|630m|160m|80m|60m|40m|30m|20m|15m|10m,0.9989,-138.87,-77.99,0.035,True
G6JTB,KIWI_1,327773,327656,30755,2026-02-28 21:44:00,2026-04-11 07:20:00,10,2200m|630m|160m|60m|30m|20m|17m|15m|12m|10m,0.9996,-132.87,-72.39,0.0938,True
G8AOE,KIWI_0,2242806,2242806,447752,2026-01-10 23:34:00,2026-06-30 23:58:00,7,2200m|630m|160m|80m|40m|10m|other,1.0,-137.24,-76.34,0.1996,True
GB0PSC,KA9Q_0,4208632,4206458,0,2026-01-31 11:16:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9995,-127.31,-129.71,0.0,True
GM0UDL,FLYDOG,446074,446074,8,2025-06-01 00:02:00,2025-10-20 04:40:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-141.45,-124.95,0.0,True
GM0UDL,KA9Q_0,372139,372139,52561,2025-06-01 00:00:00,2025-10-19 21:38:00,6,630m|160m|80m|60m|40m|30m,1.0,-134.54,-81.14,0.1412,True
GM0UDL,KIWIA,331788,331788,651,2025-06-01 00:00:00,2025-10-20 04:40:00,3,30m|17m|12m,1.0,-140.92,-126.83,0.002,True
GM0UDL,KIWIB,648933,648933,12799,2025-06-01 00:00:00,2025-10-20 04:42:00,3,20m|15m|10m,1.0,-134.98,-144.36,0.0197,True
GM0UDL,KIWIC,80988,80988,3719,2025-06-01 00:00:00,2025-10-20 04:40:00,2,80m|60m,1.0,-125.51,-149.16,0.0459,True
GM0UDL,RASP,484581,484576,308,2025-06-01 00:00:00,2025-10-20 04:38:00,1,40m,1.0,-125.12,-149.25,0.0006,True
HB9GZW,HB9GZW_1,5530592,5530592,396998,2025-06-01 00:00:00,2026-02-23 02:12:00,9,80m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-133.34,-134.08,0.0718,True
HB9TMC,kiwi,4320450,4320208,205373,2025-06-01 00:00:00,2025-10-26 23:54:00,7,40m|30m|20m|17m|15m|12m|10m,0.9999,-100.88,-107.87,0.0475,True
HB9TMC,kiwi2,761420,760461,98191,2025-06-01 00:00:00,2025-10-26 23:54:00,5,2200m|630m|160m|80m|60m,0.9987,-98.53,-101.13,0.129,True
HB9TMC,kiwi5,477,469,21,2025-06-05 05:36:00,2025-10-26 20:06:00,1,22m,0.9832,-103.7,-102.62,0.044,True
HB9VQQ/KE,KIWI_B,1853712,1853712,32342,2026-05-04 23:50:00,2026-06-30 23:58:00,6,80m|40m|30m|20m|15m|10m,1.0,-141.93,-141.47,0.0174,True
HB9VQQ/RE,KA9Q_2,2152052,2152052,0,2026-05-05 06:26:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|6m,1.0,-134.68,-137.49,0.0,True
HB9VQQ/RL,KA9Q_0,2275916,2275916,0,2026-05-04 20:52:00,2026-06-30 23:58:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-120.45,-123.36,0.0,True
HB9VQQ/RS,KA9Q_1,2376511,2376511,0,2026-05-04 21:22:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|6m,1.0,-120.65,-124.35,0.0,True
IK0XFA,KIWI_0,113249,113232,12711,2025-06-06 19:32:00,2025-07-21 19:16:00,5,2200m|630m|160m|80m|60m,0.9998,-132.18,-130.68,0.1122,True
IK0XFA,KIWI_1,1516386,1515896,167598,2025-06-06 19:32:00,2026-06-26 07:54:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9997,-132.22,-102.99,0.1105,True
IK0XFA,KIWI_2,3239414,3239095,250435,2025-12-28 22:06:00,2026-06-26 07:56:00,8,40m|30m|22m|20m|17m|15m|10m|other,0.9999,-130.6,-70.56,0.0773,True
IO91WM,KA9Q_0,33,32,0,2026-03-15 02:08:00,2026-03-15 13:15:00,3,160m|80m|40m,0.9697,-121.8,-123.51,0.0,True
JG3HGD/SDR1,KIWI_0,2487,1096,207,2025-12-01 08:36:00,2026-06-30 20:18:00,3,2200m|10m|other,0.4407,-117.24,-57.51,0.0832,False
JG3HGD/SDR2,KIWI_0,746,711,192,2026-02-12 14:30:00,2026-02-20 11:20:00,2,630m|other,0.9531,-121.12,-60.06,0.2574,True
JG3HGD/SDR5,KA9Q_0,76099,75787,3419,2025-10-10 08:32:00,2026-06-30 21:28:00,11,2200m|630m|160m|40m|30m|20m|17m|15m|12m|10m|other,0.9959,-108.19,-110.23,0.0449,True
K2MFF,KA9Q_0,2565829,2564075,160776,2025-06-05 22:56:00,2026-02-26 05:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9993,-126.91,-116.86,0.0627,True
K3DFD,KA9Q_0,370178,370149,0,2026-05-23 01:10:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9999,-118.07,-120.14,0.0,True
K3GMQ-A,KA9Q_0,404343,403876,4344,2025-11-25 11:16:00,2025-12-13 08:02:00,2,10m|other,0.9988,-132.27,-133.88,0.0107,True
K3GMQ-B,KA9Q_0,6511341,6509778,5375,2025-11-23 12:18:00,2026-06-06 07:54:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9998,-145.34,-146.9,0.0008,True
K3GMQ/B,KA9Q_0,1269107,1268757,0,2025-09-27 01:12:00,2025-10-26 23:56:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9997,-148.97,-134.4,0.0,True
K3LR,KA9Q_0,10779219,10737665,318029,2025-07-25 11:02:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9961,-130.56,-113.92,0.0295,True
K5MO,KIWI_0,1424403,1424403,191034,2025-06-01 00:00:00,2026-02-23 02:12:00,8,630m|80m|40m|30m|15m|12m|10m|other,1.0,-135.78,-134.84,0.1341,True
K5MO,KIWI_1,3401728,3401728,372786,2025-06-01 00:00:00,2026-02-23 02:12:00,9,160m|60m|40m|30m|22m|20m|17m|10m|other,1.0,-130.12,-128.89,0.1096,True
K6FOD,K6FOD_BBAI1,2788277,2776525,131784,2025-06-01 00:00:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|10m|other,0.9958,-129.54,-104.24,0.0473,True
K6FOD,KA9Q_0,2840885,2816082,553197,2025-06-01 00:00:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9913,-132.95,-123.47,0.1947,True
K6FOD-1,KA9Q_0,192860,192825,4258,2025-08-04 19:30:00,2025-09-19 19:56:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,0.9998,-110.4,-89.09,0.0221,True
K6FOD-2,KA9Q_0,192212,192154,21472,2025-08-05 01:32:00,2025-09-13 21:44:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9997,-146.45,-49.79,0.1117,True
K6RFT,KIWI_0,8275053,8274074,16171,2025-06-01 00:00:00,2026-02-23 02:12:00,10,630m|160m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-143.05,-141.51,0.002,True
K6VZK,KIWI_0,168,31,16,2025-06-07 12:15:00,2026-06-27 12:15:00,2,2200m|other,0.1845,-129.6,-108.14,0.0952,False
K6VZK,KIWI_1,218333,218273,20490,2025-06-01 01:50:00,2026-06-30 23:56:00,3,630m|80m|other,0.9997,-139.69,-97.91,0.0938,True
K6VZK,KIWI_10,1845609,1845569,137634,2025-06-01 00:00:00,2026-06-30 23:58:00,3,15m|10m|other,1.0,-142.99,-106.69,0.0746,True
K6VZK,KIWI_11,387759,387736,37631,2025-06-01 00:00:00,2026-06-30 14:42:00,2,12m|other,0.9999,-143.86,-111.04,0.097,True
K6VZK,KIWI_12,679738,679701,71702,2025-06-01 00:00:00,2026-06-30 14:42:00,2,10m|other,0.9999,-146.53,-110.53,0.1055,True
K6VZK,KIWI_2,199025,198871,26767,2025-06-01 02:28:00,2026-06-30 23:40:00,3,160m|60m|other,0.9992,-135.02,-95.83,0.1345,True
K6VZK,KIWI_3,1094511,1094453,120008,2025-06-01 00:04:00,2026-06-30 14:42:00,3,80m|60m|other,0.9999,-134.83,-93.67,0.1096,True
K6VZK,KIWI_4,770379,770332,10394,2025-06-01 11:16:00,2026-06-30 23:58:00,3,60m|40m|other,0.9999,-139.52,-104.25,0.0135,True
K6VZK,KIWI_5,677607,677491,57725,2025-06-01 11:54:00,2026-06-30 12:24:00,4,60m|30m|10m|other,0.9998,-141.33,-109.47,0.0852,True
K6VZK,KIWI_6,4963940,4963512,423960,2025-06-01 00:00:00,2026-06-30 23:58:00,3,40m|20m|other,0.9999,-133.79,-95.97,0.0854,True
K6VZK,KIWI_7,3008014,3007554,195939,2025-06-01 00:00:00,2026-06-30 23:58:00,4,30m|17m|10m|other,0.9998,-136.64,-99.89,0.0651,True
K6VZK,KIWI_8,4202713,4202425,318298,2025-06-01 00:00:00,2026-06-30 23:58:00,3,20m|15m|other,0.9999,-138.31,-102.34,0.0757,True
K6VZK,KIWI_9,1544706,1544652,136205,2025-06-01 00:00:00,2026-06-30 23:58:00,3,17m|12m|other,1.0,-139.15,-102.45,0.0882,True
K7BIZ,KIWI_0,448731,448709,9928,2025-06-02 04:10:00,2026-01-11 11:30:00,12,2200m|630m|160m|80m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-122.42,-128.57,0.0221,True
K8NVH,KA9Q_0,262531,262510,112292,2025-11-23 12:18:00,2026-06-30 23:50:00,9,80m|40m|20m|17m|15m|12m|10m|6m|other,0.9999,-109.88,-111.3,0.4277,True
K8NVH/Y,KIWI_1,838729,838690,7593,2025-11-23 12:18:00,2026-02-23 02:10:00,6,20m|17m|15m|12m|10m|other,1.0,-145.43,-144.55,0.0091,True
K9DZT,K9DZT_1,3792078,2053030,21702,2025-06-01 00:00:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|12m|10m,0.5414,-137.28,-83.91,0.0057,True
K9TRV,KA9Q_0,12921288,12914499,1441100,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9995,-138.03,-121.65,0.1115,True
K9TRV-2,KA9Q_0,13973055,13965176,2493122,2025-06-01 15:32:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9994,-133.32,-117.49,0.1784,True
K9TRV-3,KA9Q_0,29710,29679,18710,2025-06-01 15:35:00,2025-07-23 19:54:00,12,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.999,-137.03,-68.11,0.6298,True
K9TRV-4,KA9Q_0,12755512,12749745,1432845,2025-07-28 19:12:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9995,-130.29,-117.29,0.1123,True
K9TRV-5,KA9Q_0,4354320,4353653,27,2026-01-14 15:22:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-131.31,-132.86,0.0,True
KA7OEI-9,KIWI_0,1456770,1456770,50622,2025-06-01 00:00:00,2026-02-23 02:08:00,7,20m|17m|15m|12m|10m|6m|other,1.0,-133.43,-143.31,0.0347,True
KA7OEI-9,KIWI_1,1877103,1877103,105004,2025-06-01 00:00:00,2026-02-23 02:12:00,7,160m|80m|60m|40m|30m|10m|other,1.0,-129.35,-128.77,0.0559,True
KC2G,KA9Q_0,11931056,11927584,1156219,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9997,-143.41,-122.69,0.0969,True
KD2OM,BE,126008,125559,24836,2026-01-12 20:50:00,2026-06-05 19:26:00,3,2200m|630m|other,0.9964,-132.14,-79.24,0.1971,True
KD2OM,KA9Q-0,8717086,8715213,393334,2025-06-01 00:00:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-139.74,-125.63,0.0451,True
KD2OM,KIWI,5404,5227,1382,2026-06-17 09:15:00,2026-06-30 10:15:00,2,2200m|630m,0.9672,-125.86,-122.63,0.2557,True
KD2OM,WEB-888,11716224,11713735,0,2025-06-01 00:00:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-141.99,-110.85,0.0,True
KD3CKD,KA9Q_0,1,1,0,2026-05-07 19:38:00,2026-05-07 19:38:00,1,40m,1.0,-154.3,-156.6,0.0,True
KD7EFG,KA9Q_0,15469049,15466643,3519860,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-125.45,-124.44,0.2275,True
KD7EFG-1,NUT_KIWI1,4977909,4977476,658034,2025-06-01 00:00:00,2026-06-30 23:58:00,7,630m|30m|17m|15m|12m|10m|other,0.9999,-144.09,-106.45,0.1322,True
KD7EFG-1,NUT_KIWI2,8221143,8218574,1200484,2025-06-01 00:00:00,2026-06-30 23:58:00,7,2200m|160m|80m|60m|40m|20m|other,0.9997,-132.71,-107.2,0.146,True
KD7EFG-1,NUT_KIWI3,8416871,8416325,97130,2025-06-01 00:00:00,2026-06-30 23:58:00,7,40m|20m|17m|15m|12m|10m|other,0.9999,-131.98,-91.93,0.0115,True
KD7EFG-1,NUT_KIWI4,1203091,1202936,345292,2025-06-01 00:00:00,2026-06-30 23:58:00,3,80m|22m|other,0.9999,-119.4,-90.12,0.287,True
KD7EFG-1,NUT_KIWI5,2680708,2680371,47671,2025-06-01 00:00:00,2026-06-30 23:58:00,5,80m|60m|30m|10m|other,0.9999,-126.93,-83.47,0.0178,True
KD7EFG-1,NUT_KIWI6,8972672,8971915,394533,2025-06-01 00:00:00,2026-06-30 23:58:00,7,30m|20m|17m|15m|12m|10m|other,0.9999,-126.95,-97.65,0.044,True
KE2FDW,KA9Q_0,10555708,10552579,1945923,2025-06-12 21:08:00,2026-06-12 21:40:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9997,-133.62,-113.04,0.1843,True
KF6ZEO,KIWI_0,2001492,2001038,64406,2025-06-01 00:00:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|10m|other,0.9998,-127.49,-77.77,0.0322,True
KF6ZEO,KIWI_1,37291,37226,1422,2025-06-01 00:04:00,2026-06-30 23:56:00,3,60m|12m|other,0.9983,-136.39,-83.55,0.0381,True
KFS/A,KA9Q_KFS_AIRSPY,207,205,0,2025-06-06 19:44:00,2025-07-14 15:56:00,1,10m,0.9903,-87.99,-132.81,0.0,True
KFS/NW,KA9Q_KFS_NW,5582341,5581826,53819,2025-06-01 00:00:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-132.39,-131.17,0.0096,True
KFS/O,KA9Q_0,4790514,4790512,696139,2025-06-01 00:00:00,2026-04-16 00:14:00,9,160m|80m|40m|30m|20m|17m|15m|12m|10m,1.0,-127.47,-102.61,0.1453,True
KFS/OMNI,KA9Q_KFS_OMNI,14615081,14554646,511911,2025-06-01 00:00:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9959,-125.92,-117.56,0.035,True
KFS/S,KA9Q_KFS_SDRPLAY,115596,115593,0,2025-07-18 20:52:00,2025-10-26 06:50:00,1,10m,1.0,-100.49,-110.7,0.0,True
KFS/SE,KA9Q_KFS_SE,10972504,10969974,2241769,2025-06-01 00:00:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9998,-115.09,-113.56,0.2043,True
KFS/SW,KA9Q_KFS_SW,3030880,3001536,208460,2025-06-01 00:00:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9903,-122.02,-120.41,0.0688,True
KJ5HY,KA9Q_0,3604239,3602748,0,2025-06-03 12:40:00,2025-11-11 09:40:00,13,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9996,-142.82,-144.2,0.0,True
KJ6MKI,KA9Q_0,9810525,9809494,354726,2025-06-01 15:58:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-121.7,-120.51,0.0362,True
KK7IXU,KA9Q_0,9122325,9121323,1424776,2025-06-01 00:00:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-134.78,-119.66,0.1562,True
KK7SB,KA9Q_0,363282,363260,0,2026-02-26 20:34:00,2026-04-13 22:32:00,11,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9999,-141.35,-143.34,0.0,True
KM0R,KA9Q_0,1801666,1801566,1045,2025-12-11 01:45:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-137.68,-140.46,0.0006,True
KP4MD,KIWI_0,5865743,5865360,74744,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-137.34,-108.02,0.0127,True
KPH,KA9Q_1,434429,434385,0,2026-02-15 16:36:00,2026-02-23 04:50:00,13,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-109.24,-111.48,0.0,True
KPH,KIWI_72,16627,16363,3625,2026-02-03 02:20:00,2026-02-23 09:34:00,3,2200m|630m|other,0.9841,-129.87,-67.12,0.218,True
KPH1,KA9Q_1,5293156,5067335,1843812,2025-06-01 00:00:00,2026-02-03 02:00:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9573,-74.7,-89.51,0.3483,True
KPH1,KIWI_72,77635,77026,14277,2025-06-01 01:10:00,2026-03-18 04:56:00,4,2200m|630m|40m|other,0.9922,-134.58,-110.71,0.1839,True
KPH2,KA9Q_2,9591926,9590986,1706161,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-130.0,-127.41,0.1779,True
KPH2,KIWI_72_2,20111,19452,12109,2026-03-18 05:04:00,2026-06-30 12:22:00,2,2200m|630m,0.9672,-131.42,-128.24,0.6021,True
KV0S,KA9Q_0,8770001,8769175,2266898,2025-06-01 00:00:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-124.5,-110.27,0.2585,True
KX4AZ/T,KA9Q_0,11290811,11285287,1295142,2025-06-02 12:26:00,2026-06-30 23:58:00,13,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9995,-131.02,-116.47,0.1147,True
KX4AZ/T,KIWI_1,3113986,3113904,38283,2025-06-02 12:26:00,2026-06-30 23:58:00,4,60m|22m|20m|other,1.0,-141.03,-104.21,0.0123,True
KX4AZ/T,KIWI_2,9927138,9927033,2047441,2025-06-02 12:26:00,2026-06-30 23:58:00,10,630m|160m|80m|60m|40m|30m|20m|17m|10m|other,1.0,-135.82,-92.11,0.2062,True
KX4O,KIWI_1,3548578,3548578,118306,2025-06-01 00:00:00,2026-06-30 23:58:00,7,2200m|630m|160m|80m|60m|40m|other,1.0,-139.7,-100.04,0.0333,True
KX4O,KIWI_2,6291607,6291607,254454,2025-06-01 00:00:00,2026-06-30 23:58:00,7,30m|20m|17m|15m|12m|10m|other,1.0,-144.81,-112.11,0.0404,True
N0EMP,KA9Q_0,32236,32235,0,2026-02-02 21:42:00,2026-02-03 19:22:00,2,10m|other,1.0,-131.08,-133.72,0.0,True
N0EMP,KA9Q_1,93888,93660,42103,2025-06-01 00:00:00,2025-06-05 20:22:00,12,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9976,-127.06,-76.65,0.4484,True
N1CL,KIWI_0,6,3,0,2025-08-09 07:06:00,2026-02-03 14:15:00,2,2200m|other,0.5,-106.27,-105.37,0.0,True
N1CL,KIWI_1,14893,14889,1365,2025-06-01 05:44:00,2026-02-23 01:22:00,2,630m|other,0.9997,-124.65,-123.48,0.0917,True
N1CL,KIWI_10,290825,290809,29654,2025-06-01 00:00:00,2026-02-23 02:12:00,2,15m|other,0.9999,-120.9,-120.34,0.102,True
N1CL,KIWI_11,124569,124559,13565,2025-06-01 00:00:00,2026-02-23 01:36:00,2,12m|other,0.9999,-119.64,-119.03,0.1089,True
N1CL,KIWI_12,42862,42855,4272,2025-06-01 00:00:00,2026-02-23 01:46:00,2,10m|other,0.9998,-119.99,-119.28,0.0997,True
N1CL,KIWI_13,7433,7430,1099,2025-06-01 04:28:00,2026-02-22 11:20:00,2,80m|other,0.9996,-126.33,-125.09,0.1479,True
N1CL,KIWI_2,18916,18910,1764,2025-06-01 03:52:00,2026-02-23 02:04:00,2,160m|other,0.9997,-126.15,-125.4,0.0933,True
N1CL,KIWI_3,264705,264687,26548,2025-06-01 00:00:00,2026-02-23 02:12:00,2,80m|other,0.9999,-126.21,-125.13,0.1003,True
N1CL,KIWI_4,5379,5375,684,2025-06-05 06:22:00,2026-02-23 02:00:00,2,60m|other,0.9993,-130.52,-128.77,0.1272,True
N1CL,KIWI_5,1013,1007,138,2025-06-05 03:30:00,2026-02-21 14:30:00,2,60m|other,0.9941,-130.02,-128.24,0.1362,True
N1CL,KIWI_6,958922,958746,100341,2025-06-01 00:00:00,2026-02-23 02:12:00,2,40m|other,0.9998,-129.59,-128.16,0.1046,True
N1CL,KIWI_7,1120600,1120368,155875,2025-06-01 00:00:00,2026-02-23 02:12:00,2,30m|10m,0.9998,-132.71,-131.65,0.1391,True
N1CL,KIWI_8,1803289,1803125,234682,2025-06-01 00:00:00,2026-02-23 02:10:00,2,20m|other,0.9999,-133.45,-132.28,0.1301,True
N1CL,KIWI_9,403674,403654,44671,2025-06-01 00:00:00,2026-02-23 02:04:00,2,17m|other,1.0,-126.25,-125.7,0.1107,True
N1DQ-1,KA9Q_0,2093611,2093512,2307,2025-11-23 12:18:00,2026-06-23 00:04:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,1.0,-123.97,-125.58,0.0011,True
N2YCH,KA9Q_0,9449868,9448373,383744,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-129.35,-126.52,0.0406,True
N2YCH,KA9Q_1,11858925,11856226,1165529,2025-06-01 00:00:00,2026-05-30 14:38:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-115.83,-107.49,0.0983,True
N2YCH,KIWI_0,8132748,8132065,6094,2025-06-01 00:00:00,2026-05-30 19:30:00,8,80m|40m|30m|20m|15m|12m|10m|other,0.9999,-144.11,-107.88,0.0007,True
N2YCH,KIWI_1,5315761,5315488,6679,2025-06-01 00:00:00,2026-05-30 11:54:00,8,160m|80m|40m|30m|15m|12m|10m|other,0.9999,-125.94,-87.16,0.0013,True
N2YCH,KIWI_2,6656862,6655879,13906,2025-06-01 00:00:00,2026-06-30 23:58:00,8,30m|22m|20m|17m|15m|12m|10m|other,0.9999,-138.55,-107.91,0.0021,True
N2YCH,KIWI_3,1152013,1151942,5618,2025-06-01 01:14:00,2026-06-30 23:58:00,8,2200m|630m|160m|80m|60m|40m|20m|10m,0.9999,-125.78,-120.4,0.0049,True
N2YCH,WEB888,9207702,9205615,0,2025-06-01 00:00:00,2026-05-31 01:02:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-141.63,-103.1,0.0,True
N2YCH-1,KA9Q_1,12690498,12687482,1104710,2025-06-01 00:00:00,2026-05-30 14:38:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-115.27,-107.69,0.0871,True
N2YCH-1,KIWI_2,2169217,2168663,2285,2025-06-01 00:00:00,2026-05-30 00:50:00,2,30m|10m,0.9997,-127.4,-104.79,0.0011,True
