rx_sign,rx_id,n_spots,n_noise_ok,n_ov_nonzero,first_spot,last_spot,n_bands,bands,noise_valid_frac,rms_noise_mean,c2_noise_mean,ov_frac,noise_usable
N3AGE,KA9Q_0,897156,896521,391700,2025-06-01 00:00:00,2025-07-16 17:18:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9993,-118.2,-88.94,0.4366,True
N3AGE-0,KA9Q_0,6192566,6190812,247871,2025-07-30 12:26:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9997,-122.42,-115.28,0.04,True
N3AGE-2,KA9Q_1,11244540,11238787,1728550,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9995,-122.65,-112.38,0.1537,True
N3AGE-4,KA9Q_4,10313312,10291144,723805,2025-06-01 00:00:00,2026-06-30 23:58:00,16,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m|other,0.9979,-120.23,-110.04,0.0702,True
N4RVE,KA9Q_0,8184532,8183411,5943946,2025-06-01 00:00:00,2026-03-28 22:24:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-129.36,-102.94,0.7262,True
N5TNL,KA9Q_0,4498474,4497241,560301,2025-06-02 01:10:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9997,-130.5,-117.86,0.1246,True
N6GN/K,GN2,7522,7515,0,2025-06-01 00:02:00,2025-06-09 04:12:00,10,630m|160m|80m|40m|30m|20m|17m|15m|12m|10m,0.9991,-141.71,-139.84,0.0,True
N6GN3,KA9Q_3,6761382,6755664,1472770,2025-06-01 00:00:00,2026-02-15 22:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9992,-125.04,-100.22,0.2178,True
N6GN4,KA9Q_4,11630400,11627721,1674938,2025-06-01 00:00:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-125.47,-111.32,0.144,True
N6GN5,KA9Q_0,6412370,6412111,0,2026-01-24 03:36:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,1.0,-129.93,-132.46,0.0,True
N6GN5,KA9Q_5,5329394,5327985,326748,2025-06-09 00:46:00,2026-01-22 20:26:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9997,-134.71,-97.66,0.0613,True
N7VVX,KA9Q_0,380434,380405,0,2026-04-12 13:40:00,2026-06-05 23:10:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9999,-122.84,-125.14,0.0,True
N7VVX,KIWI_0,135868,135857,13268,2026-03-14 15:46:00,2026-04-11 22:02:00,9,630m|80m|40m|30m|20m|17m|15m|12m|10m,0.9999,-134.68,-83.46,0.0977,True
N8GA,KA9Q_0,5993484,5988016,5302662,2025-06-01 00:00:00,2026-02-23 02:00:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9991,-132.86,-84.28,0.8847,True
N8GA-1,KA9Q_0,2821747,2816325,2260067,2025-06-01 00:00:00,2026-02-07 06:10:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9981,-128.18,-129.5,0.8009,True
NY4Q,KA9Q_0,1100711,1100013,1062435,2025-06-01 00:00:00,2025-08-06 04:38:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9994,-133.75,-84.11,0.9652,True
OE3GBB,KIWI_0,35,35,0,2025-06-30 21:30:00,2025-06-30 21:32:00,1,40m,1.0,-129.94,-149.32,0.0,True
OE3GBB,KIWI_1,14,14,0,2025-06-30 21:30:00,2025-06-30 21:32:00,2,160m|80m,1.0,-118.09,-150.72,0.0,True
OE3GBB/K,KIWI_0,279072,279072,3430,2025-10-19 13:06:00,2025-12-16 16:14:00,9,80m|60m|40m|30m|20m|17m|15m|10m|other,1.0,-137.46,-78.18,0.0123,True
OE3GBB/KIWI,KIWI_0,2853798,2853637,0,2026-01-13 09:34:00,2026-06-09 11:58:00,13,160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|8m|6m|other,0.9999,-138.18,-129.49,0.0,True
OE3GBB/P,KA9Q_0,1972303,1972235,0,2026-05-21 14:18:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m,1.0,-133.2,-136.01,0.0,True
OE3GBB/Q,KA9Q_0,11256426,11248551,6269,2025-10-04 11:52:00,2026-06-30 23:58:00,16,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m|other,0.9993,-130.0,-133.26,0.0006,True
OE3GBB/Q2,KA9Q_0,972932,972668,784,2025-09-26 22:46:00,2025-12-27 10:44:00,16,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m|other,0.9997,-127.94,-119.39,0.0008,True
OE3GBB_P,KA9Q_0,99,99,0,2026-05-21 13:32:00,2026-05-21 13:36:00,6,60m|40m|30m|20m|17m|15m,1.0,-134.03,-135.64,0.0,True
OE3TKR,KIWI_0,905932,905804,603603,2025-06-01 00:00:00,2025-08-13 18:36:00,6,630m|160m|80m|60m|40m|20m,0.9999,-109.68,-169.57,0.6663,True
OE3TKR,KIWI_1,655231,655125,248477,2025-06-01 00:00:00,2025-08-13 18:36:00,7,40m|30m|20m|17m|15m|12m|10m,0.9998,-105.96,-166.46,0.3792,True
OE3XOE,KIWI_0,4859082,4858897,0,2025-07-01 12:24:00,2026-01-13 09:30:00,13,160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|8m|6m|other,1.0,-140.17,-115.74,0.0,True
OE9GHV,KIWI_0,4054123,4054084,19197,2025-06-01 00:00:00,2026-06-30 23:58:00,5,160m|80m|60m|40m|other,1.0,-143.11,-142.54,0.0047,True
OE9GHV,KIWI_1,5259558,5258475,41768,2025-06-01 00:00:00,2026-06-30 23:58:00,9,2200m|630m|30m|20m|17m|15m|12m|10m|other,0.9998,-149.03,-149.28,0.0079,True
OE9GHV,KIWI_2,6248834,6248782,4663398,2025-06-01 00:00:00,2026-06-30 23:58:00,5,160m|80m|60m|40m|other,1.0,-135.5,-133.97,0.7463,True
OE9GHV,KIWI_3,7435072,7434985,4734625,2025-06-01 00:00:00,2026-06-30 23:58:00,7,30m|20m|17m|15m|12m|10m|other,1.0,-144.27,-144.32,0.6368,True
OE9GHV,KIWI_5,10102110,10100726,235886,2025-06-01 00:00:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-141.38,-141.41,0.0234,True
OE9GHV,KIWI_7,9076446,9076293,38005,2025-06-01 00:00:00,2026-06-30 23:58:00,8,40m|30m|20m|17m|15m|12m|10m|other,1.0,-142.67,-143.09,0.0042,True
OE9XRV,40m,3686042,3686042,221449,2025-10-18 16:02:00,2026-06-04 12:54:00,7,80m|60m|40m|30m|20m|10m|other,1.0,-138.99,-78.69,0.0601,True
OE9XRV,lp5,2312226,2312226,10544,2025-10-18 16:02:00,2026-06-04 12:54:00,8,40m|30m|20m|17m|15m|12m|10m|other,1.0,-143.36,-83.32,0.0046,True
OH3AA,KIWI_0,268364,268364,3149,2025-06-01 00:00:00,2025-07-01 14:26:00,1,20m,1.0,-148.95,-148.41,0.0117,True
ON4WVC,RX0,584690,584690,25610,2025-06-09 14:48:00,2026-05-13 18:46:00,8,160m|60m|40m|30m|20m|17m|15m|other,1.0,-106.18,-167.19,0.0438,True
ON5KQ,KA9Q_1,9499902,9495255,989312,2025-06-01 00:00:00,2026-06-19 18:36:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9995,-127.02,-117.34,0.1041,True
ON5KQ,KA9Q_2,8392253,8389545,1442117,2025-06-01 00:00:00,2026-06-19 18:36:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9997,-126.96,-120.34,0.1718,True
ON5KQ,KA9Q_3,2260013,2259633,1126375,2025-07-06 13:44:00,2025-10-15 11:30:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9998,-129.02,-95.66,0.4984,True
ON5KQ,KA9Q_4,1615879,1615786,919931,2025-07-06 17:02:00,2025-10-15 17:40:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9999,-130.05,-93.31,0.5693,True
ON5KQ,KIWI_1,5928135,5926783,620073,2025-06-01 00:00:00,2026-06-19 18:36:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-136.16,-110.43,0.1046,True
ON5KQ,KIWI_2,7247522,7242689,717514,2025-06-01 00:00:00,2026-06-19 18:36:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9993,-139.25,-109.87,0.099,True
ON5KQ,KIWI_3,6560616,6558074,619824,2025-06-01 00:00:00,2026-06-19 18:36:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9996,-138.79,-105.46,0.0945,True
ON5KQ,KIWI_4,9508268,9508139,1422197,2025-06-01 00:00:00,2026-06-19 18:36:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-137.84,-119.62,0.1496,True
ON5KQ,KIWI_5,5651666,5651537,148895,2025-06-01 00:00:00,2026-06-19 18:36:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-143.48,-111.63,0.0263,True
ON5KQ,KIWI_6,6324564,6324460,671066,2025-06-02 11:16:00,2026-06-19 18:36:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-140.56,-112.33,0.1061,True
PA0SIM,KA9Q_WSP,278,236,0,2026-03-27 07:34:00,2026-03-27 09:08:00,6,160m|80m|60m|40m|30m|20m,0.8489,-67.68,-67.39,0.0,True
PD0OHW,KIWI_0,8086775,8077692,1647079,2025-06-01 00:00:00,2026-06-30 23:58:00,7,2200m|630m|160m|80m|60m|40m|other,0.9989,-126.92,-103.08,0.2037,True
PD0OHW,KIWI_1,9835508,9835131,1172851,2025-06-01 00:00:00,2026-06-30 23:58:00,8,30m|22m|20m|17m|15m|12m|10m|other,1.0,-133.9,-117.16,0.1192,True
PE0MJX,KA9Q_WSP,10404523,10368867,4653131,2025-06-01 00:00:00,2026-04-22 12:30:00,13,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9966,-133.28,-135.67,0.4472,True
PI4RSZ,PI4RSZ_1,3394982,3394982,445618,2025-06-26 12:08:00,2026-02-23 02:12:00,8,60m|40m|30m|20m|17m|15m|10m|other,1.0,-128.19,-140.12,0.1313,True
PLANB/SWL,KIWI_0,3037784,3037765,7034,2025-11-06 17:20:00,2026-06-30 23:58:00,10,160m|80m|40m|30m|22m|20m|17m|15m|10m|other,1.0,-130.95,-69.74,0.0023,True
PT2FHC,KA9Q_0,2117504,2117266,1054060,2025-06-01 00:00:00,2026-04-24 11:18:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-130.31,-100.9,0.4978,True
PT2FHC,KIWI_UBERSDR,81468,81464,0,2026-04-24 14:58:00,2026-05-28 13:52:00,9,80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-110.07,-115.78,0.0,True
PT2TST,KIWI_UBERSDR,27478,27475,0,2026-05-08 13:36:00,2026-05-14 22:12:00,9,80m|60m|40m|30m|20m|17m|15m|12m|10m,0.9999,-121.97,-119.74,0.0,True
SM0GNS,kiwi1,3690,3690,254,2026-02-14 13:12:00,2026-02-15 13:42:00,2,10m|other,1.0,-129.43,-69.11,0.0688,True
SWL-FM19IF,KA9Q_0,24326,24324,0,2026-01-20 01:34:00,2026-02-12 04:22:00,2,10m|other,0.9999,-127.31,-129.0,0.0,True
UACNJ,KA9Q_0,11281227,11228117,1445739,2025-07-16 23:06:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9953,-147.74,-120.05,0.1282,True
VK3CHR,KA9Q_0,114898,114884,0,2026-02-12 11:08:00,2026-06-21 00:38:00,11,160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-141.91,-143.76,0.0,True
VK4TMZ,KA9Q_0,14,14,0,2025-10-22 05:16:00,2025-10-22 05:28:00,1,20m,1.0,-93.71,-66.88,0.0,True
VK4TMZ,KA9Q_0_WSPR,117779,111738,0,2025-10-22 05:36:00,2025-11-29 00:04:00,9,80m|40m|30m|20m|17m|15m|12m|10m|other,0.9487,-67.08,-74.98,0.0,True
VK5ARG,KA9Q_0,7987811,7987462,153405,2025-08-24 05:28:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,1.0,-135.58,-101.98,0.0192,True
VK5ARG-2,KA9Q_0,1393,1393,0,2025-08-23 01:28:00,2025-08-24 05:08:00,10,160m|80m|40m|30m|22m|20m|17m|15m|12m|10m,1.0,-130.67,-96.57,0.0,True
VK5EI,KA9Q_0,437977,82994,0,2026-03-20 12:14:00,2026-06-30 23:58:00,6,160m|40m|22m|20m|10m|6m,0.1895,-55.36,-52.36,0.0,False
VK5QI,KA9Q_0,248651,248333,51599,2025-06-01 00:00:00,2025-08-23 01:18:00,12,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,0.9987,-129.24,-126.96,0.2075,True
VK6KCH,KIWI_0,10622,10620,0,2026-06-11 14:28:00,2026-06-30 21:32:00,2,160m|40m,0.9998,-147.16,-147.0,0.0,True
VK6KCH,KIWI_1,245,245,0,2026-06-13 09:10:00,2026-06-29 14:24:00,1,630m,1.0,-146.36,-145.27,0.0,True
VK6KCH,KIWI_2,82,1,0,2026-06-15 08:50:00,2026-06-30 12:40:00,1,2200m,0.0122,-140.0,-137.4,0.0,False
VK7JJ,KA9Q_0,1285683,1285636,249286,2025-06-01 00:00:00,2026-06-30 23:58:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,1.0,-134.92,-127.48,0.1939,True
VK7JJ,KA9Q_1,351194,351194,270015,2025-06-01 00:00:00,2025-09-02 07:48:00,11,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-133.66,-96.89,0.7688,True
VK7JJ,KIWI_0,935054,935017,8897,2025-06-01 00:00:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|12m|10m,1.0,-142.41,-140.48,0.0095,True
VK7JJ,KIWI_1,340932,340932,97394,2025-06-01 00:00:00,2026-06-03 01:34:00,8,80m|40m|30m|20m|17m|15m|12m|10m,1.0,-137.9,-136.56,0.2857,True
VY0ERC,KA9Q_0,1152016,1151849,322933,2025-06-01 00:00:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-138.08,-97.25,0.2803,True
W0CWA/K,CWA1,5464751,5464113,160382,2025-07-02 22:02:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|10m|other,0.9999,-133.89,-95.59,0.0293,True
W0WWV,KA9Q_0,4197945,4197676,6,2025-12-02 20:48:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-130.51,-132.28,0.0,True
W1CK,KIWI_0,5092242,5091806,1612242,2026-01-02 07:00:00,2026-06-30 23:58:00,12,2200m|630m|160m|80m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-139.08,-78.44,0.3166,True
W1CK-1,KIWI_1,2442076,2441878,1389504,2026-01-02 06:54:00,2026-06-30 23:58:00,12,2200m|630m|160m|80m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-140.53,-79.69,0.569,True
W1EUJ,KA9Q_0,5388344,5387506,26148,2025-09-29 01:50:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9998,-132.27,-131.16,0.0049,True
W1PJE,KA9Q_0,2094803,2094688,0,2026-03-04 13:00:00,2026-06-17 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9999,-124.2,-126.1,0.0,True
W1VK,KIWI_0,78921,78906,14902,2025-06-01 00:00:00,2025-06-08 19:24:00,5,630m|160m|80m|60m|40m,0.9998,-110.02,-169.61,0.1888,True
W1VK,KIWI_1,85015,85015,20902,2025-06-01 00:00:00,2025-06-08 19:24:00,6,30m|20m|17m|15m|12m|10m,1.0,-102.66,-167.69,0.2459,True
W1XP,KA9Q_0,2906855,2906551,0,2026-03-17 14:20:00,2026-06-30 23:56:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9999,-137.01,-138.52,0.0,True
W2KGY,KA9Q_0,4987814,4789000,189427,2025-06-01 00:00:00,2026-06-09 14:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9601,-70.16,-71.61,0.038,True
W2NAF-2,KA9Q_0,1580794,1580584,0,2026-05-03 17:30:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9999,-143.1,-144.31,0.0,True
W2NAF-3,KA9Q_0,205,205,0,2026-04-27 01:48:00,2026-05-03 06:24:00,4,40m|30m|20m|17m,1.0,-155.9,-157.87,0.0,True
W3ENR,BOTTLEBRANCH,491491,100127,185755,2025-06-01 00:00:00,2025-06-22 07:24:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.2037,-56.53,-51.14,0.3779,False
W3ENR,BURLEYMAN,97775,20477,5476,2025-06-04 23:02:00,2025-06-22 07:24:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.2094,-56.02,-50.9,0.056,False
W3PM,INVL,174872,174806,4559,2025-06-01 00:00:00,2025-12-28 13:10:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9996,-141.17,-119.29,0.0261,True
W3PM,KA9Q_0,6007106,6003500,732257,2025-06-01 00:00:00,2026-06-28 23:52:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9994,-138.25,-131.46,0.1219,True
W3PM,KIWI_0,168072,168018,8271,2026-04-12 14:54:00,2026-06-25 21:46:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9997,-148.61,-146.66,0.0492,True
W3PM,KIWI_1,224399,224368,18806,2025-07-05 16:10:00,2026-06-25 21:46:00,12,2200m|630m|160m|80m|40m|30m|22m|20m|17m|15m|12m|10m,0.9999,-143.68,-142.46,0.0838,True
W3PM,LOOP,30278,30277,0,2025-08-21 15:58:00,2025-08-22 14:56:00,9,630m|40m|30m|22m|20m|17m|15m|12m|10m,1.0,-147.38,-145.75,0.0,True
W3POG,KA9Q_0,8,0,0,2026-03-09 00:54:00,2026-03-09 00:56:00,5,80m|60m|40m|20m|17m,0.0,,,0.0,False
W3USR,KA9Q_0,306356,306319,0,2026-02-14 01:10:00,2026-05-01 20:00:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-120.0,-121.95,0.0,True
W3USR-1,KA9Q_0,2006728,2006362,0,2026-02-19 17:18:00,2026-06-09 10:22:00,16,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m|other,0.9998,-120.09,-122.06,0.0,True
W4ATV,KA9Q_0,161,161,0,2025-10-16 19:46:00,2025-10-16 19:50:00,8,40m|30m|22m|20m|17m|15m|12m|10m,1.0,-145.02,-143.99,0.0,True
W4ATV,KIWI_0,27377,27365,167,2025-07-05 16:10:00,2026-06-26 12:44:00,6,2200m|630m|160m|80m|60m|40m,0.9996,-141.16,-139.28,0.0061,True
W4ATV,KIWI_1,30144,30143,3136,2026-04-11 14:02:00,2026-06-26 12:46:00,8,40m|30m|22m|20m|17m|15m|12m|10m,1.0,-143.9,-142.62,0.104,True
W7WKR-1,KA9Q_0,1010456,1006225,0,2026-03-12 05:46:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9958,-118.66,-120.46,0.0,True
W7WKR-2,KA9Q_0,6658314,6657741,1647620,2025-07-22 23:22:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9999,-126.81,-112.95,0.2475,True
W7WKR-K1,KIWI_0,5339691,5339533,664946,2025-06-01 00:00:00,2026-06-30 23:58:00,8,80m|40m|30m|20m|17m|15m|10m|other,1.0,-135.93,-116.1,0.1245,True
W7WKR-K2,KA9Q_0,619649,619369,538163,2025-06-17 23:32:00,2025-07-22 23:16:00,12,160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9995,-123.86,-85.52,0.8685,True
WA2N,KA9Q_0,289981,289981,0,2026-03-13 03:20:00,2026-03-21 20:28:00,11,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-128.81,-130.8,0.0,True
WA2N,KIWI_0,9213874,9213874,381661,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-136.46,-133.79,0.0414,True
WA2N,KIWI_1,30048,30048,2801,2025-06-01 00:38:00,2026-06-30 23:44:00,2,60m|other,1.0,-133.2,-129.44,0.0932,True
WA2N,KIWI_2,28757,28757,1692,2025-06-08 01:54:00,2026-06-30 23:44:00,2,60m|other,1.0,-130.99,-127.36,0.0588,True
WA2N,KIWI_3,12063830,12063830,0,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-143.34,-140.73,0.0,True
WA2TP,KA9Q_0,4610671,4610184,0,2026-03-19 12:16:00,2026-06-30 23:58:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,0.9999,-118.66,-120.01,0.0,True
WA2TP,KA9Q_1,3300810,3300387,0,2026-03-19 20:24:00,2026-06-30 23:58:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|8m|6m,0.9999,-133.37,-134.86,0.0,True
WA2TP,KIWI_1,11128847,11127815,660875,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-133.51,-132.05,0.0594,True
WA2TP,KIWI_2,8426639,8424765,760435,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9998,-135.61,-134.38,0.0902,True
WA2TP,KIWI_3,7526238,7525119,358781,2025-06-01 00:02:00,2026-06-30 23:58:00,13,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|other,0.9999,-137.47,-136.11,0.0477,True
WA2TP,KIWI_4,7340055,7336963,165104,2025-06-01 00:00:00,2026-06-30 23:58:00,13,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9996,-144.53,-142.85,0.0225,True
WA2TP,KIWI_5,7758478,7758044,137531,2025-06-01 00:00:00,2026-06-30 23:58:00,8,40m|30m|20m|17m|15m|12m|10m|other,0.9999,-138.61,-137.38,0.0177,True
WA2TP,KIWI_6,14210772,14209221,127071,2025-06-01 00:00:00,2026-06-30 23:58:00,8,40m|30m|20m|17m|15m|12m|10m|other,0.9999,-144.61,-143.34,0.0089,True
WA2TP,KIWI_7,7762938,7762334,210415,2025-06-01 00:00:00,2026-06-30 23:58:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,0.9999,-137.03,-135.87,0.0271,True
WA2TP,KIWI_9,2392207,2392145,61725,2025-12-11 21:10:00,2026-02-23 02:12:00,2,10m|other,1.0,-133.67,-132.33,0.0258,True
WA2TP-DEV,KA9Q_0,1060309,1060270,0,2026-02-27 17:02:00,2026-03-19 20:32:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,1.0,-118.74,-120.29,0.0,True
WA2TP-DEV,KA9Q_1,137493,137482,0,2026-03-15 03:06:00,2026-03-19 20:20:00,12,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,0.9999,-138.85,-140.12,0.0,True
WA2TP-DEV,KIWI_1,1082083,1082047,123306,2026-02-26 04:38:00,2026-03-19 21:18:00,11,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-132.1,-78.47,0.114,True
WA2TP-DEV,KIWI_2,1042389,1042356,103308,2026-02-26 04:22:00,2026-03-19 21:18:00,11,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-135.25,-81.28,0.0991,True
WA2TP-DEV,KIWI_3,964591,964557,19699,2026-02-26 04:38:00,2026-03-19 21:02:00,12,630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m,1.0,-135.37,-81.38,0.0204,True
WA2TP-DEV,KIWI_4,889500,889421,19975,2026-02-26 04:24:00,2026-03-19 21:18:00,11,2200m|630m|160m|80m|60m|40m|30m|20m|17m|15m|12m,0.9999,-143.97,-89.86,0.0225,True
WA2TP-DEV,KIWI_5,875283,875271,6056,2026-02-26 04:22:00,2026-03-19 21:18:00,7,40m|30m|20m|17m|15m|12m|10m,1.0,-138.21,-84.4,0.0069,True
WA2TP-DEV,KIWI_6,1002411,1002380,1632,2026-02-26 04:22:00,2026-03-19 21:18:00,7,40m|30m|20m|17m|15m|12m|10m,1.0,-144.52,-90.87,0.0016,True
WA2TP-DEV,KIWI_7,922137,922111,19736,2026-02-26 04:52:00,2026-03-19 21:18:00,11,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m,1.0,-136.87,-83.48,0.0214,True
WA2ZKD,K72,5,5,0,2025-06-03 23:56:00,2025-06-11 12:44:00,1,10m,1.0,-151.58,-151.0,0.0,True
WA2ZKD,K74,1558723,1558723,11922,2025-06-01 00:00:00,2026-02-23 02:12:00,12,630m|160m|80m|60m|40m|30m|20m|17m|15m|12m|10m|other,1.0,-138.76,-137.8,0.0076,True
WA2ZKD,K76,209794,209794,0,2025-06-01 00:00:00,2026-02-23 02:12:00,9,160m|80m|60m|40m|30m|20m|17m|10m|other,1.0,-140.32,-139.09,0.0,True
WA6OUR-K,KIWI_0,18229,18229,126,2025-10-23 16:24:00,2025-12-04 14:36:00,7,30m|20m|17m|15m|12m|10m|other,1.0,-147.78,-148.11,0.0069,True
WB6CXC/7,KA9Q_0,795059,795022,0,2026-03-28 22:38:00,2026-05-24 06:04:00,14,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m,1.0,-117.74,-119.7,0.0,True
WB7ABP,KA9Q_0,2086146,2085450,0,2026-02-09 21:04:00,2026-05-11 18:50:00,15,2200m|630m|160m|80m|60m|40m|30m|22m|20m|17m|15m|12m|10m|6m|other,0.9997,-130.31,-132.85,0.0,True
