rx_sign,site_call,in_wsprnet,in_wsprdaemon,source_class,sw_class,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,quality_tier,n_days_active,n_spots_wsprnet,n_spots_wd,noise_valid_frac
-999,,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,2,,7.0,1.0
/DB4JW/QRP,DB4JW,True,False,wsprnet_only,other,JO31jn,6.0,51.5625,6.7917,N,51.5625,47.189,47.189,D,1,8.0,,
0,0,False,True,wsprdaemon_only,unknown,KA7OEI-9,,,,,,,,B,125,,283.0,1.0
000000,000000,True,False,wsprnet_only,wsjtx,JN59pl,6.0,49.4792,11.2917,N,49.4792,44.739,44.739,D,1,8.0,,
0T6TPO,0T6TPO,True,False,wsprnet_only,wsjtx,GQ46,4.0,76.5,-51.0,N,76.5,80.449,80.449,D,1,87.0,,
0Z6YK-QTH,0Z6YK,True,False,wsprnet_only,other,JO46qk,6.0,56.4375,9.375,N,56.4375,52.906,52.906,D,1,1.0,,
0Z7LTJ,0Z7LTJ,True,False,wsprnet_only,wsjtx,JO65eg,6.0,55.2708,12.375,N,55.2708,51.545,51.545,D,1,167.0,,
1,1,False,True,wsprdaemon_only,unknown,W1CK,,,,,,,,D,6,,8.0,1.0
10,10,False,True,wsprdaemon_only,unknown,W1CK,,,,,,,,D,1,,1.0,1.0
1007,1007,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
1019,1019,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
1022,1022,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,2,,2.0,1.0
1029,1029,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
1034,1034,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,2.0,1.0
1049,1049,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,1.0,1.0
1071,1071,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
1087,1087,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1097,1097,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
109KB983,109KB983,True,False,wsprnet_only,wsjtx,JN97ns,6.0,47.7708,19.125,N,47.7708,43.004,43.004,D,1,4.0,,
1105,1105,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1106,1106,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
113,113,False,True,wsprdaemon_only,unknown,KFS/OMNI,,,,,,,,D,1,,1.0,1.0
1133,1133,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,1.0,1.0
1134,1134,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
1166,1166,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
1180,1180,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,2,,2.0,1.0
1193,1193,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1195,1195,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
11NIFK,11NIFK,True,False,wsprnet_only,wsjtx,AA00aa,6.0,-89.9792,-179.9583,S,89.9792,-74.438,74.438,D,1,2.0,,
12361,12361,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
123NOBODY,123NOBODY,True,False,wsprnet_only,wsjtx,FK18oa,6.0,18.0208,-76.7917,N,18.0208,27.399,27.399,D,3,545.0,,
1242,1242,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,2.0,1.0
1245,1245,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,3.0,1.0
1258,1258,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1313,1313,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1320,1320,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
1322,1322,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
1326,1326,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1339,1339,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1344,1344,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
1349,1349,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
13498,13498,False,True,wsprdaemon_only,unknown,KA7OEI-9,,,,,,,,D,1,,1.0,1.0
13658,13658,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
1380,1380,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,2.0,1.0
1387,1387,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,3,,3.0,1.0
13ABC,13ABC,True,False,wsprnet_only,wsjtx,JO43po,6.0,53.6042,9.2917,N,53.6042,49.618,49.618,D,5,2593.0,,
13DPH206,13DPH206,True,False,wsprnet_only,wsjtx,JO51dv,6.0,51.8958,10.2917,N,51.8958,47.607,47.607,D,1,15.0,,
13FS9517,13FS9517,True,False,wsprnet_only,other,JO60op,6.0,50.6458,13.2083,N,50.6458,46.175,46.175,D,1,158.0,,
13GR20/SWL,13GR20,True,False,wsprnet_only,kiwisdr,JO61uc,6.0,51.1042,13.7083,N,51.1042,46.726,46.726,D,3,334.0,,
13HN0402,13HN0402,True,False,wsprnet_only,other,JO50tw,6.0,50.9375,11.625,N,50.9375,46.489,46.489,D,2,11.0,,
13HN1525,13HN1525,True,False,wsprnet_only,other,JO62tg,6.0,52.2708,13.625,N,52.2708,48.089,48.089,A,392,290991.0,,
13HN5023,13HN5023,True,False,wsprnet_only,wsjtx,JO51ns,6.0,51.7708,11.125,N,51.7708,47.469,47.469,C,8,2644.0,,
13JUF65,13JUF65,True,False,wsprnet_only,wsjtx,JO52ld,6.0,52.1458,10.9583,N,52.1458,47.909,47.909,D,1,23.0,,
13PLC13RX,13PLC13RX,True,False,wsprnet_only,wsjtx,JO32xi,6.0,52.3542,7.9583,N,52.3542,48.14,48.14,D,2,175.0,,
13RF029,13RF029,True,False,wsprnet_only,kiwisdr,JO61jv,6.0,51.8958,12.7917,N,51.8958,47.638,47.638,C,28,2603.0,,
13RF581,13RF581,True,False,wsprnet_only,wsjtx,JO50xc,6.0,50.1042,11.9583,N,50.1042,45.504,45.504,D,1,7.0,,
13RF9876,13RF9876,True,False,wsprnet_only,wsjtx,JO31jf,6.0,51.2292,6.7917,N,51.2292,46.786,46.786,D,1,7.0,,
13RM71,13RM71,True,False,wsprnet_only,wsjtx,JO60qu,6.0,50.8542,13.375,N,50.8542,46.425,46.425,D,1,136.0,,
13RSN09,13RSN09,True,False,wsprnet_only,other,JO61di,6.0,51.3542,12.2917,N,51.3542,46.993,46.993,B,69,6480.0,,
13SN01,13SN01,True,False,wsprnet_only,wsjtx,JN48vt,6.0,48.8125,9.7917,N,48.8125,43.893,43.893,D,5,303.0,,
13SNI01,13SNI01,True,False,wsprnet_only,wsjtx,JN48vt,6.0,48.8125,9.7917,N,48.8125,43.893,43.893,D,1,10.0,,
13STU42,13STU42,True,False,wsprnet_only,other,JN67jv,6.0,47.8958,12.7917,N,47.8958,42.875,42.875,D,2,34.0,,
14005,14005,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
1401,1401,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
1410,1410,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1439,1439,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1442,1442,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1469,1469,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
14FDG013,14FDG013,True,False,wsprnet_only,wsjtx,JN17va,6.0,47.0208,3.7917,N,47.0208,41.525,41.525,C,11,871.0,,
14GI83,14GI83,True,False,wsprnet_only,other,JN18ct,6.0,48.8125,2.2083,N,48.8125,43.788,43.788,B,63,11084.0,,
14JK5701,14JK5701,True,False,wsprnet_only,other,JN38lr,6.0,48.7292,6.9583,N,48.7292,43.729,43.729,C,14,4872.0,,
14LP430,14LP430,True,False,wsprnet_only,wsjtx,JN25,4.0,45.5,5.0,N,45.5,39.6,39.6,D,3,202.0,,
14OA159,14OA159,True,False,wsprnet_only,other,JO10nj,6.0,50.3958,3.125,N,50.3958,45.766,45.766,C,16,395.0,,
14ZK192,14ZK192,True,False,wsprnet_only,wsjtx,JN28wf,6.0,48.2292,5.875,N,48.2292,43.089,43.089,D,5,1450.0,,
1516,1516,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,2.0,1.0
1525,1525,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,3.0,1.0
1541,1541,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
15535,15535,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
1560,1560,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1566,1566,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,2.0,1.0
1584,1584,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1594,1594,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
15NA76,15NA76,True,False,wsprnet_only,wsjtx,JN36ou,6.0,46.8542,7.2083,N,46.8542,41.396,41.396,D,3,48.0,,
1615,1615,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
161OS344,161OS344,True,False,wsprnet_only,web888,KO02eo,6.0,52.6042,20.375,N,52.6042,48.6,48.6,A,255,735203.0,,
1625,1625,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1630,1630,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,2,,2.0,1.0
1641,1641,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1652,1652,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,2,,2.0,1.0
1674,1674,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1680,1680,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1689,1689,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
1707,1707,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1730,1730,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1756,1756,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
1792,1792,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
1807,1807,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,2.0,1.0
1822,1822,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
1843,1843,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,2.0,1.0
1884,1884,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
18SV9337,18SV9337,True,False,wsprnet_only,other,KM25uf,6.0,35.2292,25.7083,N,35.2292,28.605,28.605,C,11,1212.0,,
1913,1913,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
1930,1930,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
19666VI,19666VI,True,False,wsprnet_only,other,JN55sh,6.0,45.3125,11.5417,N,45.3125,39.644,39.644,D,1,2.0,,
1968,1968,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
1976,1976,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,3.0,1.0
1993,1993,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
19CT043,19CT043,True,False,wsprnet_only,wsjtx,JO22jd,6.0,52.1458,4.7917,N,52.1458,47.898,47.898,D,1,51.0,,
19EM239,19EM239,True,False,wsprnet_only,wsjtx,JO22ki,6.0,52.3542,4.875,N,52.3542,48.149,48.149,D,1,25.0,,
19MUE,19MUE,True,False,wsprnet_only,wsjtx,JO32,4.0,52.5,7.0,N,52.5,48.314,48.314,D,1,50.0,,
19RF1346,19RF1346,True,False,wsprnet_only,other,JO11xt,6.0,51.8125,3.9583,N,51.8125,47.5,47.5,C,11,306.0,,
19WAC1597,19WAC1597,True,False,wsprnet_only,wsjtx,JO32lt,6.0,52.8125,6.9583,N,52.8125,48.687,48.687,D,1,6.0,,
1BS,1BS,True,False,wsprnet_only,wsjtx,JN45,4.0,45.5,9.0,N,45.5,39.755,39.755,D,1,16.0,,
1HS1322,1HS1322,True,False,wsprnet_only,kiwisdr,JM49nf,6.0,39.2292,9.125,N,39.2292,31.562,31.562,C,15,266.0,,
1HS1322-3,1HS1322,True,False,wsprnet_only,kiwisdr,JM49nf,6.0,39.2292,9.125,N,39.2292,31.562,31.562,D,2,5.0,,
1M3QRE,1M3QRE,True,False,wsprnet_only,wsjtx,HL93,4.0,23.5,-21.0,N,23.5,,,D,1,26.0,,
1RI023,1RI023,True,False,wsprnet_only,wsjtx,JN62,4.0,42.5,13.0,N,42.5,36.197,36.197,D,1,1.0,,
2,2,False,True,wsprdaemon_only,unknown,KA7OEI-9,,,,,,,,D,5,,5.0,1.0
2003,2003,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2017,2017,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2049,2049,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2054,2054,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,2.0,1.0
2055,2055,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2118,2118,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2119,2119,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2130,2130,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2194,2194,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2234,2234,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2237,2237,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,2.0,1.0
2246,2246,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2248,2248,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2291,2291,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,2,,2.0,1.0
2292,2292,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
22DX,22DX,True,False,wsprnet_only,other,NO13th,6.0,53.3125,83.625,N,53.3125,50.068,50.068,B,47,16191.0,,
2301,2301,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,1.0,1.0
2380,2380,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2381,2381,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2382,2382,False,True,wsprdaemon_only,unknown,KA7OEI-9,,,,,,,,D,1,,2.0,1.0
2395,2395,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2406,2406,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2409,2409,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2426,2426,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2474,2474,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2481,2481,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,1.0,1.0
2516,2516,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2528,2528,False,True,wsprdaemon_only,unknown,N6GN4,,,,,,,,D,1,,1.0,1.0
2549,2549,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2576,2576,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2596,2596,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2612,2612,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2619,2619,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2622,2622,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
2629,2629,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2660,2660,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2661,2661,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
2669,2669,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,3.0,1.0
2690,2690,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,2,,3.0,1.0
2695,2695,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
26HS979,26HS979,True,False,wsprnet_only,wsjtx,IO83rj,6.0,53.3958,-2.5417,N,53.3958,49.585,49.585,D,1,5.0,,
26RC557,26RC557,True,False,wsprnet_only,wsjtx,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,D,1,1.0,,
26TM7373,26TM7373,True,False,wsprnet_only,wsjtx,JO02uo,6.0,52.6042,1.7083,N,52.6042,48.495,48.495,D,6,8167.0,,
2717,2717,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2719,2719,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
2758,2758,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,3.0,1.0
2763,2763,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2778,2778,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
2788,2788,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
27UY8P,27UY8P,True,False,wsprnet_only,wsjtx,JO41du,6.0,51.8542,8.2917,N,51.8542,47.544,47.544,B,122,208485.0,,
2800,2800,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2813,2813,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2817,2817,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2825,2825,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
2827,2827,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
2862,2862,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
2870,2870,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2884,2884,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2890,2890,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
2894,2894,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,2.0,1.0
2895,2895,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
29,29,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
290,290,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
2911,2911,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
292,292,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
2922,2922,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
2970,2970,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2987,2987,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
2995,2995,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
29NW1,29NW1,True,False,wsprnet_only,kiwisdr,IO53qw,6.0,53.9375,-8.625,N,53.9375,50.568,50.568,D,6,153.0,,
2E0BRU,2E0BRU,True,False,wsprnet_only,other,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,D,6,771.0,,
2E0BWX,2E0BWX,True,False,wsprnet_only,wsjtx,IO93le,6.0,53.1875,-1.0417,N,53.1875,49.278,49.278,C,18,3185.0,,
2E0CIN,2E0CIN,True,False,wsprnet_only,wsjtx,IO94cu,6.0,54.8542,-1.7917,N,54.8542,51.328,51.328,D,1,52.0,,
2E0CIT,2E0CIT,True,False,wsprnet_only,wsjtx,JO01ak,6.0,51.4375,0.0417,N,51.4375,47.095,47.095,B,195,95116.0,,
2E0CZR,2E0CZR,True,False,wsprnet_only,wsjtx,JO01gj,6.0,51.3958,0.5417,N,51.3958,47.033,47.033,D,1,1.0,,
2E0DDV,2E0DDV,True,False,wsprnet_only,wsjtx,IO82uj,6.0,52.3958,-2.2917,N,52.3958,48.345,48.345,C,10,1049.0,,
2E0DSS,2E0DSS,True,False,wsprnet_only,other,IO82xl,6.0,52.4792,-2.0417,N,52.4792,48.44,48.44,A,376,1269238.0,,
2E0DVS,2E0DVS,True,False,wsprnet_only,wsjtx,IO92ej,6.0,52.3958,-1.625,N,52.3958,48.323,48.323,C,17,2422.0,,
2E0DXE,2E0DXE,True,False,wsprnet_only,wsjtx,IO93rg,6.0,53.2708,-0.5417,N,53.2708,49.364,49.364,C,15,1459.0,,
2E0EEY,2E0EEY,True,False,wsprnet_only,wsjtx,IO93et,6.0,53.8125,-1.625,N,53.8125,50.06,50.06,D,3,74.0,,
2E0EKM,2E0EKM,True,False,wsprnet_only,wsjtx,IO81qk,6.0,51.4375,-2.625,N,51.4375,47.164,47.164,D,1,107.0,,
2E0EZE,2E0EZE,True,False,wsprnet_only,wsjtx,IO81mi,6.0,51.3542,-2.9583,N,51.3542,47.07,47.07,D,1,11.0,,
2E0FAS,2E0FAS,True,False,wsprnet_only,wsjtx,IO84jc,6.0,54.1042,-3.2083,N,54.1042,50.478,50.478,D,2,250.0,,
2E0FAU,2E0FAU,True,False,wsprnet_only,wsjtx,IO94kl,6.0,54.4792,-1.125,N,54.4792,50.85,50.85,D,1,11.0,,
2E0FGQ,2E0FGQ,True,False,wsprnet_only,wsjtx,IO81re,6.0,51.1875,-2.5417,N,51.1875,46.848,46.848,C,7,245.0,,
2E0FHM,2E0FHM,True,False,wsprnet_only,wsjtx,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,D,3,188.0,,
2E0FNV,2E0FNV,True,False,wsprnet_only,wsjtx,IO81rj,6.0,51.3958,-2.5417,N,51.3958,47.109,47.109,D,1,19.0,,
2E0FTD,2E0FTD,True,False,wsprnet_only,wsjtx,IO94br,6.0,54.7292,-1.875,N,54.7292,51.181,51.181,D,1,53.0,,
2E0FTZ,2E0FTZ,True,False,wsprnet_only,wsjtx,IO71va,6.0,51.0208,-4.2083,N,51.0208,46.694,46.694,D,6,558.0,,
2E0FVF,2E0FVF,True,False,wsprnet_only,wsjtx,IO83ua,6.0,53.0208,-2.2917,N,53.0208,49.116,49.116,D,1,18.0,,
2E0FVN,2E0FVN,True,False,wsprnet_only,wsjtx,IO91wp,6.0,51.6458,-0.125,N,51.6458,47.356,47.356,D,2,581.0,,
2E0FWE,2E0FWE,True,False,wsprnet_only,wsjtx,IO90bs,6.0,50.7708,-1.875,N,50.7708,46.307,46.307,B,149,251047.0,,
2E0GGP,2E0GGP,True,False,wsprnet_only,wsjtx,IO93fx,6.0,53.9792,-1.5417,N,53.9792,50.26,50.26,C,12,638.0,,
2E0GHE,2E0GHE,True,False,wsprnet_only,web888,IO81rl,6.0,51.4792,-2.5417,N,51.4792,47.213,47.213,B,43,303993.0,,
2E0GJH,2E0GJH,True,False,wsprnet_only,wsjtx,IO90rt,6.0,50.8125,-0.5417,N,50.8125,46.329,46.329,D,1,474.0,,
2E0GNC,2E0GNC,True,False,wsprnet_only,wsjtx,IO91ff,6.0,51.2292,-1.5417,N,51.2292,46.872,46.872,D,1,140.0,,
2E0GNE,2E0GNE,True,False,wsprnet_only,wsjtx,IO95fe,6.0,55.1875,-1.5417,N,55.1875,51.719,51.719,D,3,15.0,,
2E0GRV,2E0GRV,True,False,wsprnet_only,wsjtx,JO02rr,6.0,52.7292,1.4583,N,52.7292,48.653,48.653,C,11,529.0,,
2E0GTD,2E0GTD,True,False,wsprnet_only,wsjtx,IO70jb,6.0,50.0625,-5.2083,N,50.0625,45.514,45.514,D,6,451.0,,
2E0GWZ,2E0GWZ,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,1,252.0,,
2E0HFK,2E0HFK,True,False,wsprnet_only,wsjtx,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,B,113,200527.0,,
2E0HJN,2E0HJN,True,False,wsprnet_only,wsjtx,JO01fn,6.0,51.5625,0.4583,N,51.5625,47.241,47.241,D,3,492.0,,
2E0HKE,2E0HKE,True,False,wsprnet_only,wsjtx,IO81me,6.0,51.1875,-2.9583,N,51.1875,46.861,46.861,B,50,90048.0,,
2E0HKZ,2E0HKZ,True,False,wsprnet_only,wsjtx,IO93sr,6.0,53.7292,-0.4583,N,53.7292,49.919,49.919,D,6,81.0,,
2E0HLH,2E0HLH,True,False,wsprnet_only,other,IO94ud,6.0,54.1458,-0.2917,N,54.1458,50.418,50.418,D,2,80.0,,
2E0HLN,2E0HLN,True,False,wsprnet_only,wsjtx,IO83mj,6.0,53.3958,-2.9583,N,53.3958,49.602,49.602,D,1,3.0,,
2E0HQB,2E0HQB,True,False,wsprnet_only,wsjtx,IO91qv,6.0,51.8958,-0.625,N,51.8958,47.677,47.677,D,3,21.0,,
2E0HQH,2E0HQH,True,False,wsprnet_only,wsjtx,IO83wg,6.0,53.2708,-2.125,N,53.2708,49.416,49.416,D,1,177.0,,
2E0HQU,2E0HQU,True,False,wsprnet_only,wsjtx,IO94hr,6.0,54.7292,-1.375,N,54.7292,51.161,51.161,C,25,2741.0,,
2E0HQU/P,2E0HQU,True,False,wsprnet_only,wsjtx,IO94hr,6.0,54.7292,-1.375,N,54.7292,51.161,51.161,D,3,328.0,,
2E0HSV,2E0HSV,True,False,wsprnet_only,other,IO92mf,6.0,52.2292,-0.9583,N,52.2292,48.098,48.098,B,124,4883.0,,
