rx_sign,site_call,in_wsprnet,in_wsprdaemon,source_class,sw_class,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,quality_tier,n_days_active,n_spots_wsprnet,n_spots_wd,noise_valid_frac
KQ4BFY,KQ4BFY,True,False,wsprnet_only,wsjtx,EM74,4.0,34.5,-85.0,N,34.5,43.823,43.823,D,2,1258.0,,
KQ4BPZ,KQ4BPZ,True,False,wsprnet_only,wsjtx,EL95vr,6.0,25.7292,-80.2083,N,25.7292,35.098,35.098,C,16,4738.0,,
KQ4BWB,KQ4BWB,True,False,wsprnet_only,wsjtx,DM43ff,6.0,33.2292,-111.5417,N,33.2292,40.26,40.26,D,1,20.0,,
KQ4BYL,KQ4BYL,True,False,wsprnet_only,wsjtx,FM06id,6.0,36.1458,-79.2917,N,36.1458,44.911,44.911,C,9,4404.0,,
KQ4CCC,KQ4CCC,True,False,wsprnet_only,wsjtx,FM14fs,6.0,34.7708,-77.5417,N,34.7708,43.349,43.349,D,3,4615.0,,
KQ4CER,KQ4CER,True,False,wsprnet_only,wsjtx,EM92uo,6.0,32.6042,-80.2917,N,32.6042,41.638,41.638,C,8,241.0,,
KQ4CERAG,KQ4CERAG,True,False,wsprnet_only,wsjtx,EM92uo,6.0,32.6042,-80.2917,N,32.6042,41.638,41.638,D,1,493.0,,
KQ4COV,KQ4COV,True,False,wsprnet_only,wsjtx,EM95kl,6.0,35.4792,-81.125,N,35.4792,44.477,44.477,D,3,31.0,,
KQ4CSL,KQ4CSL,True,False,wsprnet_only,wsjtx,EL96gi,6.0,26.3542,-81.4583,N,26.3542,35.814,35.814,D,1,142.0,,
KQ4CWB-1,KQ4CWB,True,False,wsprnet_only,other,FM06nb,6.0,36.0625,-78.875,N,36.0625,44.777,44.777,A,295,204787.0,,
KQ4CZD,KQ4CZD,True,False,wsprnet_only,wsjtx,EM83,4.0,33.5,-83.0,N,33.5,42.746,42.746,D,1,138.0,,
KQ4DSO,KQ4DSO,True,False,wsprnet_only,wsjtx,FM08ss,6.0,38.7708,-78.4583,N,38.7708,47.333,47.333,D,1,25.0,,
KQ4DTX,KQ4DTX,True,False,wsprnet_only,wsjtx,EM78rc,6.0,38.1042,-84.5417,N,38.1042,47.258,47.258,B,101,321841.0,,
KQ4EHY,KQ4EHY,True,False,wsprnet_only,wsjtx,EM84gb,6.0,34.0625,-83.4583,N,34.0625,43.316,43.316,D,2,92.0,,
KQ4EJV,KQ4EJV,True,False,wsprnet_only,wsjtx,EM73vw,6.0,33.9375,-84.2083,N,33.9375,43.243,43.243,D,2,14.0,,
KQ4EKK,KQ4EKK,True,False,wsprnet_only,wsjtx,EL87se,6.0,27.1875,-82.4583,N,27.1875,36.687,36.687,C,7,913.0,,
KQ4EKU,KQ4EKU,True,False,wsprnet_only,wsjtx,EM88pk,6.0,38.4375,-82.7083,N,38.4375,47.457,47.457,D,1,54.0,,
KQ4EMS,KQ4EMS,True,False,wsprnet_only,wsjtx,EM66ua,6.0,36.0208,-86.2917,N,36.0208,45.333,45.333,D,6,1357.0,,
KQ4ETC,KQ4ETC,True,False,wsprnet_only,wsjtx,EM63ru,6.0,33.8542,-86.5417,N,33.8542,43.26,43.26,D,3,3061.0,,
KQ4EVK,KQ4EVK,True,False,wsprnet_only,other,FM17gj,6.0,37.3958,-77.4583,N,37.3958,45.865,45.865,D,1,36.0,,
KQ4FB,KQ4FB,True,False,wsprnet_only,wsjtx,EM85nm,6.0,35.5208,-82.875,N,35.5208,44.671,44.671,D,2,842.0,,
KQ4FFB,KQ4FFB,True,False,wsprnet_only,wsjtx,EL87tm,6.0,27.5208,-82.375,N,27.5208,36.998,36.998,D,3,235.0,,
KQ4FGW,KQ4FGW,True,False,wsprnet_only,wsjtx,EM95,4.0,35.5,-81.0,N,35.5,44.484,44.484,D,1,7.0,,
KQ4FIP,KQ4FIP,True,False,wsprnet_only,wsjtx,EM65nw,6.0,35.9375,-86.875,N,35.9375,45.269,45.269,C,9,1220.0,,
KQ4FMX,KQ4FMX,True,False,wsprnet_only,wsjtx,EL86xp,6.0,26.6458,-82.0417,N,26.6458,36.141,36.141,C,11,7129.0,,
KQ4FT,KQ4FT,True,False,wsprnet_only,other,EL99,4.0,29.5,-81.0,N,29.5,38.757,38.757,B,96,16039.0,,
KQ4FWJ,KQ4FWJ,True,False,wsprnet_only,other,EM90da,6.0,30.0208,-81.7083,N,30.0208,39.32,39.32,D,1,30.0,,
KQ4FXA,KQ4FXA,True,False,wsprnet_only,other,EM75la,6.0,35.0208,-85.0417,N,35.0208,44.325,44.325,D,1,42.0,,
KQ4GBF,KQ4GBF,True,False,wsprnet_only,wsjtx,FM17bm,6.0,37.5208,-77.875,N,37.5208,46.046,46.046,D,1,1.0,,
KQ4GDB,KQ4GDB,True,False,wsprnet_only,wsjtx,EM74nj,6.0,34.3958,-84.875,N,34.3958,43.718,43.718,C,23,8633.0,,
KQ4GDM,KQ4GDM,True,False,wsprnet_only,wsjtx,EL98fr,6.0,28.7292,-81.5417,N,28.7292,38.076,38.076,D,6,3908.0,,
KQ4GEL,KQ4GEL,True,False,wsprnet_only,wsjtx,EM73wv,6.0,33.8958,-84.125,N,33.8958,43.199,43.199,D,3,192.0,,
KQ4GEX,KQ4GEX,True,False,wsprnet_only,wsjtx,FM18ip,6.0,38.6458,-77.2917,N,38.6458,47.05,47.05,D,1,23.0,,
KQ4GHQ,KQ4GHQ,True,False,wsprnet_only,wsjtx,EM60mp,6.0,30.6458,-86.9583,N,30.6458,40.188,40.188,D,3,181.0,,
KQ4HOD,KQ4HOD,True,False,wsprnet_only,wsjtx,EM94ka,6.0,34.0208,-81.125,N,34.0208,43.081,43.081,D,2,479.0,,
KQ4HWF,KQ4HWF,True,False,wsprnet_only,wsjtx,EL99is,6.0,29.7708,-81.2917,N,29.7708,39.043,39.043,D,2,128.0,,
KQ4IKT,KQ4IKT,True,False,wsprnet_only,wsjtx,EM87rl,6.0,37.4792,-82.5417,N,37.4792,46.523,46.523,D,1,8.0,,
KQ4IMF,KQ4IMF,True,False,wsprnet_only,other,FM15,4.0,35.5,-77.0,N,35.5,43.967,43.967,D,1,10.0,,
KQ4IQK,KQ4IQK,True,False,wsprnet_only,wsjtx,EM90,4.0,30.5,-81.0,N,30.5,39.708,39.708,D,3,610.0,,
KQ4IXR,KQ4IXR,True,False,wsprnet_only,wsjtx,EM90fq,6.0,30.6875,-81.5417,N,30.6875,39.939,39.939,D,1,26.0,,
KQ4JB,KQ4JB,True,False,wsprnet_only,wsjtx,EM96ub,6.0,36.0625,-80.2917,N,36.0625,44.948,44.948,D,2,184.0,,
KQ4JGG,KQ4JGG,True,False,wsprnet_only,wsjtx,EM96te,6.0,36.1875,-80.375,N,36.1875,45.078,45.078,D,2,909.0,,
KQ4JJM,KQ4JJM,True,False,wsprnet_only,other,FM18ff,6.0,38.2292,-77.5417,N,38.2292,46.683,46.683,D,1,57.0,,
KQ4JTK,KQ4JTK,True,False,wsprnet_only,other,EL96,4.0,26.5,-81.0,N,26.5,35.91,35.91,D,2,443.0,,
KQ4JWU,KQ4JWU,True,False,wsprnet_only,wsjtx,EM73tx,6.0,33.9792,-84.375,N,33.9792,43.293,43.293,C,8,248.0,,
KQ4JWY,KQ4JWY,True,False,wsprnet_only,wsjtx,EM66ik,6.0,36.4375,-87.2917,N,36.4375,45.759,45.759,D,1,2.0,,
KQ4JXF,KQ4JXF,True,False,wsprnet_only,wsjtx,EL86xv,6.0,26.8958,-82.0417,N,26.8958,36.378,36.378,D,1,3.0,,
KQ4KBX,KQ4KBX,True,False,wsprnet_only,wsjtx,EM64rr,6.0,34.7292,-86.5417,N,34.7292,44.1,44.1,D,1,107.0,,
KQ4KHG,KQ4KHG,True,False,wsprnet_only,wsjtx,EL99,4.0,29.5,-81.0,N,29.5,38.757,38.757,D,1,29.0,,
KQ4KKU,KQ4KKU,True,False,wsprnet_only,wsjtx,EM72kk,6.0,32.4375,-85.125,N,32.4375,41.853,41.853,D,1,332.0,,
KQ4KLL,KQ4KLL,True,False,wsprnet_only,wsjtx,EM96km,6.0,36.5208,-81.125,N,36.5208,45.476,45.476,D,1,590.0,,
KQ4LBA,KQ4LBA,True,False,wsprnet_only,wsjtx,EM85,4.0,35.5,-83.0,N,35.5,44.66,44.66,D,3,745.0,,
KQ4LDY,KQ4LDY,True,False,wsprnet_only,wsjtx,EM64ps,6.0,34.7708,-86.7083,N,34.7708,44.144,44.144,D,5,1538.0,,
KQ4LII,KQ4LII,True,False,wsprnet_only,wsjtx,EM72gn,6.0,32.5625,-85.4583,N,32.5625,41.986,41.986,C,27,15596.0,,
KQ4LMV,KQ4LMV,True,False,wsprnet_only,other,FM06ma,6.0,36.0208,-78.9583,N,36.0208,44.748,44.748,B,48,107033.0,,
KQ4LNA,KQ4LNA,True,False,wsprnet_only,other,EM64xp,6.0,34.6458,-86.0417,N,34.6458,44.005,44.005,D,4,442.0,,
KQ4LXI,KQ4LXI,True,False,wsprnet_only,wsjtx,EM95ds,6.0,35.7708,-81.7083,N,35.7708,44.812,44.812,D,2,614.0,,
KQ4MDM,KQ4MDM,True,False,wsprnet_only,other,EM86sg,6.0,36.2708,-82.4583,N,36.2708,45.357,45.357,D,1,32.0,,
KQ4MQR,KQ4MQR,True,False,wsprnet_only,wsjtx,EM90bd,6.0,30.1458,-81.875,N,30.1458,39.454,39.454,C,17,48999.0,,
KQ4MSN,KQ4MSN,True,False,wsprnet_only,wsjtx,EL98ol,6.0,28.4792,-80.7917,N,28.4792,37.766,37.766,C,7,568.0,,
KQ4MSU,KQ4MSU,True,False,wsprnet_only,wsjtx,EM84da,6.0,34.0208,-83.7083,N,34.0208,43.293,43.293,D,2,56.0,,
KQ4MTF,KQ4MTF,True,False,wsprnet_only,wsjtx,EL87ql,6.0,27.4792,-82.625,N,27.4792,36.977,36.977,C,10,1778.0,,
KQ4NAB,KQ4NAB,True,False,wsprnet_only,other,EL87sn,6.0,27.5625,-82.4583,N,27.5625,37.044,37.044,C,16,286.0,,
KQ4NAL,KQ4NAL,True,False,wsprnet_only,wsjtx,EM78sw,6.0,38.9375,-84.4583,N,38.9375,48.054,48.054,D,5,212.0,,
KQ4NAQ,KQ4NAQ,True,False,wsprnet_only,wsjtx,FM03jq,6.0,33.6875,-79.2083,N,33.6875,42.543,42.543,D,5,77.0,,
KQ4NFI,KQ4NFI,True,False,wsprnet_only,wsjtx,FM16,4.0,36.5,-77.0,N,36.5,44.931,44.931,D,1,7.0,,
KQ4NFN,KQ4NFN,True,False,wsprnet_only,wsjtx,EL98em,6.0,28.5208,-81.625,N,28.5208,37.886,37.886,D,3,65.0,,
KQ4NKF,KQ4NKF,True,False,wsprnet_only,wsjtx,EL98ek,6.0,28.4375,-81.625,N,28.4375,37.807,37.807,D,1,10.0,,
KQ4NMB,KQ4NMB,True,False,wsprnet_only,wsjtx,EL98pb,6.0,28.0625,-80.7083,N,28.0625,37.362,37.362,C,16,39677.0,,
KQ4NOT,KQ4NOT,True,False,wsprnet_only,wsjtx,EM64ro,6.0,34.6042,-86.5417,N,34.6042,43.98,43.98,C,16,1501.0,,
KQ4NRI,KQ4NRI,True,False,wsprnet_only,wsjtx,FM17,4.0,37.5,-77.0,N,37.5,45.897,45.897,D,5,5981.0,,
KQ4NRK,KQ4NRK,True,False,wsprnet_only,wsjtx,EM80pb,6.0,30.0625,-82.7083,N,30.0625,39.442,39.442,D,1,5.0,,
KQ4NWC,KQ4NWC,True,False,wsprnet_only,wsjtx,FM05xm,6.0,35.5208,-78.0417,N,35.5208,44.143,44.143,C,16,1757.0,,
KQ4NWD,KQ4NWD,True,False,wsprnet_only,wsjtx,EM60,4.0,30.5,-87.0,N,30.5,40.048,40.048,C,8,106.0,,
KQ4ODY,KQ4ODY,True,False,wsprnet_only,wsjtx,EM75wx,6.0,35.9792,-84.125,N,35.9792,45.195,45.195,D,1,2.0,,
KQ4OET,KQ4OET,True,False,wsprnet_only,wsjtx,EM95ht,6.0,35.8125,-81.375,N,35.8125,44.821,44.821,D,1,5.0,,
KQ4OEY,KQ4OEY,True,False,wsprnet_only,wsjtx,EM85,4.0,35.5,-83.0,N,35.5,44.66,44.66,D,3,1047.0,,
KQ4OWL,KQ4OWL,True,False,wsprnet_only,wsjtx,EM63pj,6.0,33.3958,-86.7083,N,33.3958,42.824,42.824,D,4,2231.0,,
KQ4OWO,KQ4OWO,True,False,wsprnet_only,wsjtx,FM09,4.0,39.5,-79.0,N,39.5,48.106,48.106,C,11,36385.0,,
KQ4OYI,KQ4OYI,True,False,wsprnet_only,other,EM64og,6.0,34.2708,-86.7917,N,34.2708,43.666,43.666,B,66,3009.0,,
KQ4OZQ,KQ4OZQ,True,False,wsprnet_only,wsjtx,EM87me,6.0,37.1875,-82.9583,N,37.1875,46.275,46.275,D,5,250.0,,
KQ4PCG,KQ4PCG,True,False,wsprnet_only,wsjtx,EL87,4.0,27.5,-83.0,N,27.5,37.022,37.022,D,2,56.0,,
KQ4PLL,KQ4PLL,True,False,wsprnet_only,wsjtx,EM63um,6.0,33.5208,-86.2917,N,33.5208,42.933,42.933,B,57,102961.0,,
KQ4PMD,KQ4PMD,True,False,wsprnet_only,wsjtx,EM96oc,6.0,36.1042,-80.7917,N,36.1042,45.042,45.042,D,6,39.0,,
KQ4POB,KQ4POB,True,False,wsprnet_only,wsjtx,FM18,4.0,38.5,-77.0,N,38.5,46.865,46.865,C,7,6725.0,,
KQ4PQY,KQ4PQY,True,False,wsprnet_only,wsjtx,EL96ww,6.0,26.9375,-80.125,N,26.9375,36.232,36.232,D,4,248.0,,
KQ4PRI,KQ4PRI,True,False,wsprnet_only,wsjtx,EM95,4.0,35.5,-81.0,N,35.5,44.484,44.484,D,2,81.0,,
KQ4PSZ,KQ4PSZ,True,False,wsprnet_only,wsjtx,EM92ql,6.0,32.4792,-80.625,N,32.4792,41.556,41.556,D,2,57.0,,
KQ4PTL,KQ4PTL,True,False,wsprnet_only,wsjtx,FM08sp,6.0,38.6458,-78.4583,N,38.6458,47.212,47.212,D,5,1023.0,,
KQ4QCT,KQ4QCT,True,False,wsprnet_only,wsjtx,EM63pj,6.0,33.3958,-86.7083,N,33.3958,42.824,42.824,D,1,1.0,,
KQ4QKY,KQ4QKY,True,False,wsprnet_only,wsjtx,EL98jv,6.0,28.8958,-81.2083,N,28.8958,38.203,38.203,D,2,122.0,,
KQ4QOX,KQ4QOX,True,False,wsprnet_only,wsjtx,EM92xt,6.0,32.8125,-80.0417,N,32.8125,41.808,41.808,D,4,54.0,,
KQ4QWH,KQ4QWH,True,False,wsprnet_only,wsjtx,FM05pk,6.0,35.4375,-78.7083,N,35.4375,44.155,44.155,C,9,7728.0,,
KQ4QWH/QRP,KQ4QWH,True,False,wsprnet_only,wsjtx,FM05pk,6.0,35.4375,-78.7083,N,35.4375,44.155,44.155,D,1,579.0,,
KQ4QWX,KQ4QWX,True,False,wsprnet_only,other,FM05os,6.0,35.7708,-78.7917,N,35.7708,44.486,44.486,D,1,17.0,,
KQ4RBN,KQ4RBN,True,False,wsprnet_only,wsjtx,EM86vg,6.0,36.2708,-82.2083,N,36.2708,45.336,45.336,D,5,137.0,,
KQ4RKQ,KQ4RKQ,True,False,wsprnet_only,wsjtx,EM87ue,6.0,37.1875,-82.2917,N,37.1875,46.223,46.223,D,2,1024.0,,
KQ4RZW,KQ4RZW,True,False,wsprnet_only,wsjtx,EM66go,6.0,36.6042,-87.4583,N,36.6042,45.922,45.922,C,8,1171.0,,
KQ4SAX,KQ4SAX,True,False,wsprnet_only,wsjtx,EM73wx,6.0,33.9792,-84.125,N,33.9792,43.278,43.278,C,8,2739.0,,
KQ4SCT,KQ4SCT,True,False,wsprnet_only,wsjtx,EM87ue,6.0,37.1875,-82.2917,N,37.1875,46.223,46.223,D,1,8.0,,
KQ4SEV,KQ4SEV,True,False,wsprnet_only,wsjtx,EM77rx,6.0,37.9792,-84.5417,N,37.9792,47.138,47.138,D,2,3.0,,
KQ4SID,KQ4SID,True,False,wsprnet_only,wsjtx,EM85va,6.0,35.0208,-82.2083,N,35.0208,44.138,44.138,D,1,37.0,,
KQ4SIU,KQ4SIU,True,False,wsprnet_only,wsjtx,EM78,4.0,38.5,-85.0,N,38.5,47.662,47.662,D,1,56.0,,
KQ4SKT,KQ4SKT,True,False,wsprnet_only,wsjtx,EM78jf,6.0,38.2292,-85.2083,N,38.2292,47.412,47.412,C,9,2995.0,,
KQ4SNB,KQ4SNB,True,False,wsprnet_only,wsjtx,EM60mk,6.0,30.4375,-86.9583,N,30.4375,39.988,39.988,D,1,331.0,,
KQ4SSQ,KQ4SSQ,True,False,wsprnet_only,wsjtx,EL87vb,6.0,27.0625,-82.2083,N,27.0625,36.549,36.549,D,2,219.0,,
KQ4SUB,KQ4SUB,True,False,wsprnet_only,wsjtx,EM75ha,6.0,35.0208,-85.375,N,35.0208,44.34,44.34,D,1,36.0,,
KQ4SXP,KQ4SXP,True,False,wsprnet_only,wsjtx,EL87si,6.0,27.3542,-82.4583,N,27.3542,36.846,36.846,D,5,972.0,,
KQ4SYC,KQ4SYC,True,False,wsprnet_only,wsjtx,EL87sr,6.0,27.7292,-82.4583,N,27.7292,37.202,37.202,D,3,44.0,,
KQ4TAB,KQ4TAB,True,False,wsprnet_only,wsjtx,EM83,4.0,33.5,-83.0,N,33.5,42.746,42.746,D,4,921.0,,
KQ4TCL,KQ4TCL,True,False,wsprnet_only,wsjtx,EL88pi,6.0,28.3542,-82.7083,N,28.3542,37.815,37.815,B,81,201999.0,,
KQ4TDQ,KQ4TDQ,True,False,wsprnet_only,wsjtx,EL88rl,6.0,28.4792,-82.5417,N,28.4792,37.922,37.922,D,1,15.0,,
KQ4TIV,KQ4TIV,True,False,wsprnet_only,wsjtx,EM66tu,6.0,36.8542,-86.375,N,36.8542,46.136,46.136,D,2,49.0,,
KQ4TNF,KQ4TNF,True,False,wsprnet_only,wsjtx,FM06,4.0,36.5,-79.0,N,36.5,45.214,45.214,D,2,1815.0,,
KQ4TSB,KQ4TSB,True,False,wsprnet_only,wsjtx,EM74vh,6.0,34.3125,-84.2083,N,34.3125,43.603,43.603,C,8,728.0,,
KQ4TSL,KQ4TSL,True,False,wsprnet_only,wsjtx,EM73,4.0,33.5,-85.0,N,33.5,42.865,42.865,D,1,58.0,,
KQ4TV,KQ4TV,True,False,wsprnet_only,wsjtx,EM66sf,6.0,36.2292,-86.4583,N,36.2292,45.538,45.538,D,4,3446.0,,
KQ4TYJ,KQ4TYJ,True,False,wsprnet_only,wsjtx,EM85rq,6.0,35.6875,-82.5417,N,35.6875,44.804,44.804,D,3,752.0,,
KQ4URU,KQ4URU,True,False,wsprnet_only,wsjtx,EM65ns,6.0,35.7708,-86.875,N,35.7708,45.109,45.109,D,2,177.0,,
KQ4VCG,KQ4VCG,True,False,wsprnet_only,wsjtx,EL98ht,6.0,28.8125,-81.375,N,28.8125,38.14,38.14,C,19,8750.0,,
KQ4VCG/AG,KQ4VCG,True,False,wsprnet_only,wsjtx,EL98ht,6.0,28.8125,-81.375,N,28.8125,38.14,38.14,D,2,1088.0,,
KQ4VEJ,KQ4VEJ,True,False,wsprnet_only,wsjtx,EM66rn,6.0,36.5625,-86.5417,N,36.5625,45.861,45.861,C,11,5662.0,,
KQ4VFQ,KQ4VFQ,True,False,wsprnet_only,wsjtx,EM91lx,6.0,31.9792,-81.0417,N,31.9792,41.122,41.122,D,1,16.0,,
KQ4VPE,KQ4VPE,True,False,wsprnet_only,wsjtx,EL98fm,6.0,28.5208,-81.5417,N,28.5208,37.878,37.878,D,2,96.0,,
KQ4VPW,KQ4VPW,True,False,wsprnet_only,wsjtx,EL97sp,6.0,27.6458,-80.4583,N,27.6458,36.94,36.94,D,5,288.0,,
KQ4VQC,KQ4VQC,True,False,wsprnet_only,wsjtx,EL98jo,6.0,28.6042,-81.2083,N,28.6042,37.926,37.926,D,1,1.0,,
KQ4VQE,KQ4VQE,True,False,wsprnet_only,wsjtx,EM85,4.0,35.5,-83.0,N,35.5,44.66,44.66,D,1,14.0,,
KQ4VQV,KQ4VQV,True,False,wsprnet_only,wsjtx,FM07,4.0,37.5,-79.0,N,37.5,46.177,46.177,D,1,56.0,,
KQ4VUJ,KQ4VUJ,True,False,wsprnet_only,wsjtx,EM66hp,6.0,36.6458,-87.375,N,36.6458,45.96,45.96,D,1,18.0,,
KQ4VWI,KQ4VWI,True,False,wsprnet_only,wsjtx,FM05,4.0,35.5,-79.0,N,35.5,44.253,44.253,D,2,60.0,,
KQ4VYA,KQ4VYA,True,False,wsprnet_only,wsjtx,FM19ha,6.0,39.0208,-77.375,N,39.0208,47.425,47.425,D,5,446.0,,
KQ4VYY,KQ4VYY,True,False,wsprnet_only,wsjtx,EM51ii,6.0,31.3542,-89.2917,N,31.3542,40.87,40.87,D,2,976.0,,
KQ4WFN,KQ4WFN,True,False,wsprnet_only,wsjtx,EM76rb,6.0,36.0625,-84.5417,N,36.0625,45.298,45.298,D,3,2454.0,,
KQ4WGG,KQ4WGG,True,False,wsprnet_only,wsjtx,EM73vw,6.0,33.9375,-84.2083,N,33.9375,43.243,43.243,D,1,165.0,,
KQ4WHN,KQ4WHN,True,False,wsprnet_only,wsjtx,EM84uu,6.0,34.8542,-82.2917,N,34.8542,43.986,43.986,D,3,358.0,,
KQ4WKF,KQ4WKF,True,False,wsprnet_only,wsjtx,EL80sv,6.0,20.8958,-82.4583,N,20.8958,30.72,30.72,C,8,4413.0,,
KQ4WUH,KQ4WUH,True,False,wsprnet_only,wsjtx,FM05jl,6.0,35.4792,-79.2083,N,35.4792,44.26,44.26,C,15,1310.0,,
KQ4WWD,KQ4WWD,True,False,wsprnet_only,wsjtx,EL88xw,6.0,28.9375,-82.0417,N,28.9375,38.318,38.318,C,9,264.0,,
KQ4WXG,KQ4WXG,True,False,wsprnet_only,wsjtx,EM95oi,6.0,35.3542,-80.7917,N,35.3542,44.323,44.323,C,7,3231.0,,
KQ4YDI,KQ4YDI,True,False,wsprnet_only,wsjtx,EM84ut,6.0,34.8125,-82.2917,N,34.8125,43.946,43.946,D,1,58.0,,
KQ4YEN,KQ4YEN,True,False,wsprnet_only,wsjtx,EM84pv,6.0,34.8958,-82.7083,N,34.8958,44.059,44.059,D,2,397.0,,
KQ4YKF,KQ4YKF,True,False,wsprnet_only,wsjtx,EM70tp,6.0,30.6458,-84.375,N,30.6458,40.103,40.103,D,4,113.0,,
KQ4YLS,KQ4YLS,True,False,wsprnet_only,other,EM78rc,6.0,38.1042,-84.5417,N,38.1042,47.258,47.258,D,1,12.0,,
KQ4YMD,KQ4YMD,True,False,wsprnet_only,wsjtx,EM57sb,6.0,37.0625,-88.4583,N,37.0625,46.374,46.374,D,5,71.0,,
KQ4YOA,KQ4YOA,True,False,wsprnet_only,wsjtx,EM85,4.0,35.5,-83.0,N,35.5,44.66,44.66,C,9,10924.0,,
KQ4YOL,KQ4YOL,True,False,wsprnet_only,wsjtx,EM63pm,6.0,33.5208,-86.7083,N,33.5208,42.944,42.944,D,1,5.0,,
KQ4ZAC,KQ4ZAC,True,False,wsprnet_only,wsjtx,FM03,4.0,33.5,-79.0,N,33.5,42.336,42.336,D,2,22.0,,
KQ4ZAC/AG,KQ4ZAC,True,False,wsprnet_only,wsjtx,FM03,4.0,33.5,-79.0,N,33.5,42.336,42.336,D,1,63.0,,
KQ4ZCG,KQ4ZCG,True,False,wsprnet_only,wsjtx,EM66gk,6.0,36.4375,-87.4583,N,36.4375,45.762,45.762,D,2,9.0,,
KQ4ZGQ,KQ4ZGQ,True,False,wsprnet_only,other,EM74sa,6.0,34.0208,-84.4583,N,34.0208,43.337,43.337,C,13,4053.0,,
KQ4ZMP,KQ4ZMP,True,False,wsprnet_only,wsjtx,FM18,4.0,38.5,-77.0,N,38.5,46.865,46.865,C,9,98.0,,
KQ4ZNB,KQ4ZNB,True,False,wsprnet_only,wsjtx,FM05ws,6.0,35.7708,-78.125,N,35.7708,44.395,44.395,C,21,3979.0,,
KQ4ZSY,KQ4ZSY,True,False,wsprnet_only,wsjtx,EM78,4.0,38.5,-85.0,N,38.5,47.662,47.662,D,1,50.0,,
KQ4ZWX,KQ4ZWX,True,False,wsprnet_only,wsjtx,FM05ss,6.0,35.7708,-78.4583,N,35.7708,44.441,44.441,C,18,1784.0,,
KQ4ZXX,KQ4ZXX,True,False,wsprnet_only,wsjtx,EM85ro,6.0,35.6042,-82.5417,N,35.6042,44.725,44.725,D,1,37.0,,
KQ5S,KQ5S,True,False,wsprnet_only,wsjtx,EM64vf,6.0,34.2292,-86.2083,N,34.2292,43.61,43.61,D,1,276.0,,
KQ6RS,KQ6RS,True,False,wsprnet_only,wsjtx,DM12kx,6.0,32.9792,-117.125,N,32.9792,39.036,39.036,C,28,92896.0,,
KQ6RS/6,KQ6RS,True,False,wsprnet_only,wsjtx,DM12kx,6.0,32.9792,-117.125,N,32.9792,39.036,39.036,B,188,1007642.0,,
KQ8B,KQ8B,True,False,wsprnet_only,wsjtx,EM96cx,6.0,36.9792,-81.7917,N,36.9792,45.979,45.979,D,1,6.0,,
KQ9RSS,KQ9RSS,True,False,wsprnet_only,wsjtx,EM59nu,6.0,39.8542,-88.875,N,39.8542,49.063,49.063,A,355,3304923.0,,
KQ9X,KQ9X,True,False,wsprnet_only,wsjtx,EM74ls,6.0,34.7708,-85.0417,N,34.7708,44.085,44.085,D,3,4396.0,,
KR0O,KR0O,True,False,wsprnet_only,wsjtx,EM29re,6.0,39.1875,-94.5417,N,39.1875,48.259,48.259,D,4,784.0,,
KR1ATC,KR1ATC,True,False,wsprnet_only,wsjtx,FM05sp,6.0,35.6458,-78.4583,N,35.6458,44.321,44.321,D,1,15.0,,
KR1FLE,KR1FLE,True,False,wsprnet_only,wsjtx,EL89mf,6.0,29.2292,-82.9583,N,29.2292,38.666,38.666,D,2,99.0,,
KR1KZZ,KR1KZZ,True,False,wsprnet_only,wsjtx,JM08,4.0,38.5,1.0,N,38.5,29.815,29.815,C,8,17452.0,,
KR1PTD,KR1PTD,True,False,wsprnet_only,wsjtx,EL09pu,6.0,29.8542,-98.7083,N,29.8542,38.771,38.771,D,1,17.0,,
KR4AAM,KR4AAM,True,False,wsprnet_only,wsjtx,EM85qn,6.0,35.5625,-82.625,N,35.5625,44.691,44.691,D,3,94.0,,
KR4AAM1,KR4AAM1,True,False,wsprnet_only,wsjtx,EM85qn,6.0,35.5625,-82.625,N,35.5625,44.691,44.691,D,1,490.0,,
KR4AEC,KR4AEC,True,False,wsprnet_only,wsjtx,EM63pj,6.0,33.3958,-86.7083,N,33.3958,42.824,42.824,D,1,1.0,,
KR4AKX,KR4AKX,True,False,wsprnet_only,wsjtx,EM79,4.0,39.5,-85.0,N,39.5,48.623,48.623,D,2,26.0,,
KR4AMO,KR4AMO,True,False,wsprnet_only,wsjtx,FM16,4.0,36.5,-77.0,N,36.5,44.931,44.931,D,1,20.0,,
KR4AOD,KR4AOD,True,False,wsprnet_only,wsjtx,EM95,4.0,35.5,-81.0,N,35.5,44.484,44.484,B,36,6213.0,,
KR4AOX,KR4AOX,True,False,wsprnet_only,wsjtx,EL98hi,6.0,28.3542,-81.375,N,28.3542,37.704,37.704,D,1,3.0,,
KR4ARY,KR4ARY,True,False,wsprnet_only,wsjtx,EM86vn,6.0,36.5625,-82.2083,N,36.5625,45.616,45.616,D,2,38.0,,
KR4BAV,KR4BAV,True,False,wsprnet_only,wsjtx,EM86jm,6.0,36.5208,-83.2083,N,36.5208,45.654,45.654,D,2,120.0,,
KR4BBB,KR4BBB,True,False,wsprnet_only,wsjtx,EM91gk,6.0,31.4375,-81.4583,N,31.4375,40.646,40.646,D,3,348.0,,
